"gene_name","log2FoldChange","padj","Significance"
"SRGN",-1.06883843843467,2.8385196615783e-12,"Downregulated"
"CMA1",-1.76729295767024,2.85056038349358e-12,"Downregulated"
"LHFPL3-AS2",-2.11338927747776,2.87394593222374e-12,"Downregulated"
"ATP4B",1.99404261593119,2.94712323470659e-12,"Upregulated"
"AC022165.1",2.53100998933256,2.97909912180729e-12,"Upregulated"
"AC068580.3",1.25694033401182,2.98026718034217e-12,"Upregulated"
"AP005264.4",2.33912585435141,3.03210062483296e-12,"Upregulated"
"SPOUT1",1.64634253194708,3.04831157601838e-12,"Upregulated"
"AC244102.3",5.53815117504049,3.08535041178549e-12,"Upregulated"
"DNAH10",-1.65153599972533,3.11561940957453e-12,"Downregulated"
"AC007688.1",-1.70930644664519,3.12034817669553e-12,"Downregulated"
"TRIM6",1.15357036174032,3.14725636412658e-12,"Upregulated"
"AC131009.1",1.46874725928353,3.16543336178323e-12,"Upregulated"
"LINC01786",1.35524342732902,3.21683130448762e-12,"Upregulated"
"AC245041.1",-2.23724082065836,3.25261600547374e-12,"Downregulated"
"Z97192.4",-1.6543557886167,3.25336089708394e-12,"Downregulated"
"LRRK2-DT",-1.90586571035663,3.25980082436049e-12,"Downregulated"
"RBFOX1",3.2298065826196,3.2622221108708e-12,"Upregulated"
"LINC01687",4.19501129424947,3.26909217307298e-12,"Upregulated"
"ZNF738",1.04641489592853,3.27637221878284e-12,"Upregulated"
"MHENCR",1.01367906759848,3.37190734925071e-12,"Upregulated"
"WNT7A",-2.25906213882411,3.38632656634776e-12,"Downregulated"
"ALX3",4.12840277772586,3.43627997023148e-12,"Upregulated"
"RNVU1-31",4.69023456304129,3.43627997023148e-12,"Upregulated"
"COL4A4",-1.20491777785838,3.48352384628333e-12,"Downregulated"
"AC010307.4",3.04606833416999,3.48625306478684e-12,"Upregulated"
"FAT2",2.12416500055629,3.49181459501324e-12,"Upregulated"
"CHST4",2.00081155688414,3.494460619317e-12,"Upregulated"
"AL359513.1",1.21334181990757,3.494460619317e-12,"Upregulated"
"RNU6-140P",4.74788338648866,3.51521907009075e-12,"Upregulated"
"CDH2",1.97358781306369,3.5326693605771e-12,"Upregulated"
"LGR4-AS1",1.87092770055518,3.54127367708515e-12,"Upregulated"
"AL137803.1",3.132533888122,3.57704069961501e-12,"Upregulated"
"AL365436.2",1.75758154410188,3.57742847366781e-12,"Upregulated"
"IGHV3-13",2.04671703541499,3.57876014048574e-12,"Upregulated"
"LINC00668",3.73553565620579,3.61023730041602e-12,"Upregulated"
"AC007240.1",2.89946969674906,3.64895490860216e-12,"Upregulated"
"DNAJC5B",-1.20753650630942,3.66806033495738e-12,"Downregulated"
"GDNF-AS1",2.17783993155844,3.68052858456751e-12,"Upregulated"
"AC010343.3",2.67946429508278,3.68600899608796e-12,"Upregulated"
"IGLV8-61",1.94561959388268,3.73599397156759e-12,"Upregulated"
"LINC00393",4.80049771479133,3.77814888557072e-12,"Upregulated"
"SLC18A3",4.81571199256083,3.80977405939793e-12,"Upregulated"
"PRR26",2.02771514417315,3.82234863586487e-12,"Upregulated"
"LGALS7B",2.46686508014722,3.8397842433372e-12,"Upregulated"
"AC117509.1",-1.79299676481228,3.85470854646685e-12,"Downregulated"
"AC092128.1",2.28858391252281,3.87795331803909e-12,"Upregulated"
"ASNSP3",2.5719048434229,3.88166915816549e-12,"Upregulated"
"CYSRT1",1.38629570705121,3.9017204017283e-12,"Upregulated"
"MROCKI",-1.20193842568416,3.93096297443106e-12,"Downregulated"
"AC010285.3",1.63617541497562,3.94505388276607e-12,"Upregulated"
"LINC02128",3.58581105520674,3.97468738591602e-12,"Upregulated"
"AC128707.1",-2.65501767306352,3.97635856539498e-12,"Downregulated"
"TOGARAM2",-1.58439044374927,3.98599609349258e-12,"Downregulated"
"LINC01511",2.37629765423552,4.00137001460925e-12,"Upregulated"
"MIS18A-AS1",1.32151767460471,4.01359837175355e-12,"Upregulated"
"CRHBP",-1.23269936307892,4.02838858832071e-12,"Downregulated"
"IGLV2-34",1.92984885287553,4.03515914795837e-12,"Upregulated"
"KLHL35",1.29959896305192,4.07517053922836e-12,"Upregulated"
"DHFRP1",1.19088182745757,4.1617524416958e-12,"Upregulated"
"ROBO2",-1.56504488462684,4.17683330426484e-12,"Downregulated"
"AL596218.1",2.4041305686994,4.17999711652183e-12,"Upregulated"
"ITGAX",-1.00252459161976,4.21023726540043e-12,"Downregulated"
"AL358472.5",1.24507834920984,4.21742405338976e-12,"Upregulated"
"GABRR2",1.10226108889365,4.21960407224363e-12,"Upregulated"
"ATP6V0A4",2.01633057087507,4.23012427708108e-12,"Upregulated"
"AC107952.2",-1.02275910750434,4.25564761699821e-12,"Downregulated"
"AC084083.1",2.17361709212766,4.26340130335478e-12,"Upregulated"
"SELENBP1",-1.26421948168417,4.2648155263857e-12,"Downregulated"
"DPYD-AS1",2.55467733235294,4.28075137941537e-12,"Upregulated"
"AC021087.2",1.54394609040701,4.28177532662557e-12,"Upregulated"
"AC010615.2",1.62603393831674,4.31360171466498e-12,"Upregulated"
"GALR2",1.76598225958079,4.33334982130142e-12,"Upregulated"
"AL355076.3",2.19320736967589,4.33910253128688e-12,"Upregulated"
"AC108066.2",2.10859377074808,4.37625641300419e-12,"Upregulated"
"RASSF6",1.32253955609136,4.44381748053004e-12,"Upregulated"
"S100A5",1.77662632042845,4.46235356355655e-12,"Upregulated"
"IGKV1-37",2.75207400080813,4.49639029918809e-12,"Upregulated"
"AP005717.1",1.77714119007382,4.49903577990755e-12,"Upregulated"
"SLC34A3",1.77115287139458,4.52264159125304e-12,"Upregulated"
"DNAI3",-1.68395908902076,4.53350327760927e-12,"Downregulated"
"AC079466.1",4.93729623453116,4.5595827744539e-12,"Upregulated"
"SLCO1A2",-2.68570080746903,4.58998439282363e-12,"Downregulated"
"Z85994.1",3.10481765993499,4.62640488188767e-12,"Upregulated"
"AC002059.3",1.29522103653669,4.64992772191947e-12,"Upregulated"
"KLF15",-1.42499626061746,4.67445769915392e-12,"Downregulated"
"SERPINE2",1.20504431578851,4.67685851790326e-12,"Upregulated"
"AC002463.1",1.9979863139894,4.69101177997136e-12,"Upregulated"
"CFAP61",-1.7605476844363,4.71972287663207e-12,"Downregulated"
"ABCC13",-2.05574299183188,4.73513950616826e-12,"Downregulated"
"LINC01629",3.35431319071682,4.73669837987607e-12,"Upregulated"
"AL353152.1",-2.15806290922778,4.74363648530173e-12,"Downregulated"
"C1QC",-1.11488016555823,4.74945565465104e-12,"Downregulated"
"AC007663.4",1.00286952736879,4.76250931474569e-12,"Upregulated"
"GTF3C2-AS1",1.70999576664264,4.79076936816562e-12,"Upregulated"
"AL137786.1",-1.76819525062485,4.83863598797356e-12,"Downregulated"
"AC136475.10",1.24033062390557,4.87971958708524e-12,"Upregulated"
"AC010331.1",1.59139003889931,4.89706994169067e-12,"Upregulated"
"ATOH8",-1.63680746224296,4.99234997680222e-12,"Downregulated"
"AL136084.1",1.61090575569113,5.01195138646579e-12,"Upregulated"
"AC116407.4",1.10531470178041,5.01697135390004e-12,"Upregulated"
"C8G",1.51012772317484,5.09284272626559e-12,"Upregulated"
"ANKRD44-AS1",-1.9724573289245,5.13566298777913e-12,"Downregulated"
"HTR3B",3.58675716508396,5.14642747090506e-12,"Upregulated"
"CLRN3",2.00070703333035,5.14893524235704e-12,"Upregulated"
"AC076968.2",2.64309252372337,5.25691636911802e-12,"Upregulated"
"EREG",2.58002235521003,5.3038640192302e-12,"Upregulated"
"AC093484.4",1.26485070928493,5.3307120179667e-12,"Upregulated"
"AC020659.1",1.69915239931175,5.39254931162474e-12,"Upregulated"
"OXCT2",1.47914717212079,5.39814084943516e-12,"Upregulated"
"GAPDHP61",2.02299899018247,5.40787582536551e-12,"Upregulated"
"PPM1H",1.06128524536474,5.50372962241844e-12,"Upregulated"
"AC068724.1",2.41056207788304,5.51559964277181e-12,"Upregulated"
"AC005622.1",1.74245851203669,5.53060243798999e-12,"Upregulated"
"PRECSIT",1.24674350437932,5.55844154060464e-12,"Upregulated"
"NCAN",2.44759749832987,5.59262891280242e-12,"Upregulated"
"RERG",-1.09859745640317,5.62320897373533e-12,"Downregulated"
"FP325330.3",4.04340650407624,5.64189796822775e-12,"Upregulated"
"AUXG01000058.1",-1.29702470817389,5.7570714508101e-12,"Downregulated"
"AC135048.4",1.3072381918131,5.7841601283776e-12,"Upregulated"
"AC010643.1",1.60456330112286,5.81740455748787e-12,"Upregulated"
"CA6",2.80732077371732,5.88547784519099e-12,"Upregulated"
"MYBPC2",1.54555051680383,5.89264165414537e-12,"Upregulated"
"AC055807.1",3.59129768632128,5.90635171368701e-12,"Upregulated"
"VAX2",1.46183001034515,5.91004996173651e-12,"Upregulated"
"HSPD1P1",1.42861782009984,6.02839614749796e-12,"Upregulated"
"AP001037.1",-1.77454981273993,6.05574669996872e-12,"Downregulated"
"BEST4",1.23250108627882,6.05901944469333e-12,"Upregulated"
"SCN1A",-1.83711132021496,6.18360756161962e-12,"Downregulated"
"RNU6-762P",1.55917032183859,6.27781539853578e-12,"Upregulated"
"AL049830.3",2.7832284359463,6.27781539853578e-12,"Upregulated"
"GSC",2.44223973694671,6.31044365056771e-12,"Upregulated"
"LINC01605",1.99406390431223,6.32742137296482e-12,"Upregulated"
"AC095057.4",1.70931606087758,6.34259260648541e-12,"Upregulated"
"SNORA22",2.63049620161283,6.41030065751905e-12,"Upregulated"
"CASC15",1.44411179385862,6.44385229871555e-12,"Upregulated"
"AC128688.1",1.73008328046392,6.51471865703201e-12,"Upregulated"
"AC010168.2",1.12761824602967,6.53683653672584e-12,"Upregulated"
"AC090912.1",1.35273694504665,6.55762380254009e-12,"Upregulated"
"AC005083.1",1.07703160607134,6.56912623058131e-12,"Upregulated"
"SEC14L2",1.07227995975415,6.63718786086193e-12,"Upregulated"
"RASD1",1.65560607856657,6.64160080533692e-12,"Upregulated"
"RORA",-1.01107098602644,6.67611126286781e-12,"Downregulated"
"HOXB2",1.5911915093894,6.72733800027821e-12,"Upregulated"
"NR5A1",2.68821925167651,6.76749041703838e-12,"Upregulated"
"IGKV1OR2-118",2.55893875834346,6.78240765688905e-12,"Upregulated"
"AP001033.2",1.22684489942107,6.81361828755614e-12,"Upregulated"
"RN7SKP9",5.684020673692,6.82612857952501e-12,"Upregulated"
"LINC00632",1.75605078978911,6.8705898407571e-12,"Upregulated"
"AC021321.1",1.15817841433901,6.87861807884162e-12,"Upregulated"
"AC109454.3",3.20733824887565,6.8907320156615e-12,"Upregulated"
"ZFHX4",1.74674619004225,6.94787257224489e-12,"Upregulated"
"MROH9",-2.25544290375515,7.03093032213186e-12,"Downregulated"
"IGHM",1.86259927838202,7.2084113023163e-12,"Upregulated"
"AL121917.1",1.12372790304625,7.22560805222664e-12,"Upregulated"
"IGHV1-45",2.07279439040746,7.24551868205135e-12,"Upregulated"
"AC026412.4",2.95933957094268,7.31058640091313e-12,"Upregulated"
"IGHV3-25",2.34475038389326,7.31891226738411e-12,"Upregulated"
"LINC01765",-2.45016225091501,7.36117858107769e-12,"Downregulated"
"BMS1P22",2.96967573222954,7.4172685033446e-12,"Upregulated"
"ARPC3P4",1.7305406766891,7.4232564948242e-12,"Upregulated"
"AKR1B10P1",4.86571239044807,7.42671306074729e-12,"Upregulated"
"AC008105.3",1.2562492674305,7.46549842745812e-12,"Upregulated"
"AP001160.1",1.38774656472678,7.49847146124748e-12,"Upregulated"
"UCK2",1.10418645252819,7.5287340505552e-12,"Upregulated"
"AC107081.1",1.50529648283963,7.59481722586325e-12,"Upregulated"
"CLEC9A",-1.27941681588738,7.63728156771015e-12,"Downregulated"
"AP003385.2",-2.96851749072654,7.73675839609503e-12,"Downregulated"
"AC105450.1",2.24841494689796,7.75547308266764e-12,"Upregulated"
"CBFA2T3",-1.10405945153953,7.76671192009788e-12,"Downregulated"
"OR4C6",3.46782785562567,7.7800995066482e-12,"Upregulated"
"AL445224.1",-2.11637890125174,7.82302456419642e-12,"Downregulated"
"POT1-AS1",1.38677370850003,7.83204404813022e-12,"Upregulated"
"UMODL1-AS1",-2.00058496667564,7.91398901766554e-12,"Downregulated"
"INSRR",2.04765538751814,7.92964812108042e-12,"Upregulated"
"USP30-AS1",-1.14105403822437,8.06500894169887e-12,"Downregulated"
"AL355472.3",1.72658935346325,8.10189473890994e-12,"Upregulated"
"CFAP77",-2.17716676342186,8.19978325364067e-12,"Downregulated"
"EVX1",3.87445210951134,8.22384428281157e-12,"Upregulated"
"LRRC66",1.96576501722595,8.269108315879e-12,"Upregulated"
"IGLV9-49",2.04325812578998,8.269108315879e-12,"Upregulated"
"AC008875.3",1.24545825520311,8.29259303394278e-12,"Upregulated"
"AC145146.1",2.87817779570922,8.35889325609946e-12,"Upregulated"
"CKS2",1.03980420080412,8.46280511243084e-12,"Upregulated"
"PROX1-AS1",2.30931590717904,8.57210588464723e-12,"Upregulated"
"CR381670.1",-1.83895321295497,8.57482407272956e-12,"Downregulated"
"SERPINA9",-2.18922152767832,8.57602377395718e-12,"Downregulated"
"DTHD1",-1.80234720997503,8.59717253045962e-12,"Downregulated"
"FMO3",-1.14345035100166,8.67698287408496e-12,"Downregulated"
"CPZ",1.41580455985859,8.69876115776214e-12,"Upregulated"
"NKX6-1",2.15161372579973,8.81227393212701e-12,"Upregulated"
"AC010149.1",1.53325466125506,8.81958698262087e-12,"Upregulated"
"SAXO2",-1.71585531166651,8.83442188904231e-12,"Downregulated"
"NANOGNBP3",1.87805920322621,8.93447620824602e-12,"Upregulated"
"AL442663.4",1.12262735673818,8.95810050958433e-12,"Upregulated"
"IFITM5",2.88973134039083,8.98003206289586e-12,"Upregulated"
"AC004678.1",1.53138933557435,8.98003206289586e-12,"Upregulated"
"AP000593.3",1.66294983704347,8.99525349687475e-12,"Upregulated"
"FBXO15",-1.32931712190798,9.06127264054822e-12,"Downregulated"
"FGF20",2.20965468907982,9.08163750956391e-12,"Upregulated"
"ZBTB12BP",1.32629463615125,9.09034204367027e-12,"Upregulated"
"LNX1-AS2",2.10179835818321,9.13999175650413e-12,"Upregulated"
"SPDYC",3.1671549404042,9.17441669392196e-12,"Upregulated"
"INSYN2B",1.95283300680735,9.20948627189404e-12,"Upregulated"
"LKAAEAR1",-1.84842473422999,9.27109926853105e-12,"Downregulated"
"AC021683.1",2.68808938738863,9.31607529385644e-12,"Upregulated"
"JMJD1C-AS1",1.39616756466045,9.36776239107743e-12,"Upregulated"
"TSPAN32",-1.12866398630101,9.40049471639951e-12,"Downregulated"
"ASPH",1.16952689085322,9.41239468348665e-12,"Upregulated"
"IGHV3-22",2.06593686278156,9.49082040444368e-12,"Upregulated"
"AC004585.1",1.3012216259349,9.55014531816568e-12,"Upregulated"
"AC005291.2",2.54523299334656,9.57177650991617e-12,"Upregulated"
"CATIP",-1.61315964471204,9.57820655530268e-12,"Downregulated"
"ZNF732",1.94584636474095,9.61424067151516e-12,"Upregulated"
"SMIM36",3.35606082577798,9.64714723182232e-12,"Upregulated"
"GCNT1P4",3.45202502047254,9.66017009327616e-12,"Upregulated"
"DKK1",2.38623412593987,9.79889866236572e-12,"Upregulated"
"MAS1LP1",-2.12190774124545,9.79889866236572e-12,"Downregulated"
"SLC27A6",-2.46269573345581,9.87524357817024e-12,"Downregulated"
"AC073840.1",-1.66578088743706,9.90682981259515e-12,"Downregulated"
"POLRMTP1",1.65466878142543,9.92632352039049e-12,"Upregulated"
"AC016885.2",-2.76502565457786,9.97207480237097e-12,"Downregulated"
"LRRN4CL",-1.21816499662909,1.0009990736578e-11,"Downregulated"
"AC074135.1",2.04353480141048,1.00754780019776e-11,"Upregulated"
"SNORA72",2.7721133455956,1.0155472659618e-11,"Upregulated"
"LINC01600",1.98670708651496,1.01682763434999e-11,"Upregulated"
"AC090409.1",-1.11251496317257,1.02022369667714e-11,"Downregulated"
"AC006449.3",2.21378867179224,1.02129334987994e-11,"Upregulated"
"LCN6",-2.27838561763984,1.02717763952586e-11,"Downregulated"
"IGFL1P1",3.35738470922511,1.03840412660098e-11,"Upregulated"
"OR13K1P",3.07098301117068,1.04413164615096e-11,"Upregulated"
"BET1P1",-2.07147174519249,1.04435964005644e-11,"Downregulated"
"AC004801.2",1.2066461997534,1.04494788846181e-11,"Upregulated"
"MFRP",-2.14246200472226,1.05141018211985e-11,"Downregulated"
"AL596087.2",2.35734760017398,1.0515991275399e-11,"Upregulated"
"ZNF300",1.22491658565288,1.05577976148719e-11,"Upregulated"
"CARMIL3",1.37485935458985,1.0608986401301e-11,"Upregulated"
"CDK15",-1.2053598259395,1.061026483818e-11,"Downregulated"
"RNU6-548P",2.40649793533219,1.0672874561804e-11,"Upregulated"
"MAPK8IP2",1.44902505028146,1.07514672702731e-11,"Upregulated"
"FCGR1B",-1.06778634476871,1.08009018881357e-11,"Downregulated"
"IMMP1LP1",2.48681975139977,1.08503237660405e-11,"Upregulated"
"MAP3K15",-1.65822996243536,1.087346626295e-11,"Downregulated"
"LINC00592",1.89117331004811,1.087346626295e-11,"Upregulated"
"SYNGAP1-AS1",1.65939205260821,1.09380216437748e-11,"Upregulated"
"THRB",-1.0787512088393,1.11632375595028e-11,"Downregulated"
"LEMD1-DT",2.28644838821526,1.1200544340361e-11,"Upregulated"
"AL603839.4",1.63830724899748,1.13000392373533e-11,"Upregulated"
"AC104958.2",1.44380703275277,1.14081154407181e-11,"Upregulated"
"RTL3",-1.45373836740866,1.17604897760194e-11,"Downregulated"
"H2BC21",1.13305351871997,1.17604897760194e-11,"Upregulated"
"BICDL2",1.01053626408895,1.19309413452772e-11,"Upregulated"
"RNU5A-1",5.62302982994531,1.19524885953741e-11,"Upregulated"
"AP001178.4",2.4267807830047,1.19860795279016e-11,"Upregulated"
"LRCH2",-1.24531987935554,1.20657675041441e-11,"Downregulated"
"SIRPAP1",-1.23416283696537,1.20897279612436e-11,"Downregulated"
"AL109918.1",1.11902281493639,1.21703750243394e-11,"Upregulated"
"HTR2B",1.79109716647647,1.2235790880254e-11,"Upregulated"
"AL117344.2",1.26925404404582,1.23764100483874e-11,"Upregulated"
"AC103706.1",1.17958556873696,1.23996107791628e-11,"Upregulated"
"AC004765.1",2.14346396779035,1.24375335120831e-11,"Upregulated"
"IL9RP3",1.35715982821084,1.24817254922735e-11,"Upregulated"
"CIBAR2",-1.97905435469919,1.2489914890882e-11,"Downregulated"
"FRG1FP",2.94343855265592,1.25951137604429e-11,"Upregulated"
"DBF4P1",1.4185019787617,1.25955020460391e-11,"Upregulated"
"CD163",-1.20182633127593,1.26133789784919e-11,"Downregulated"
"LINC02683",2.98187548843448,1.26193838832455e-11,"Upregulated"
"AP000350.8",1.43787512398783,1.2791694999556e-11,"Upregulated"
"LFNG",1.09111677572441,1.28622619965835e-11,"Upregulated"
"AC092535.5",1.3405387742925,1.29523739628554e-11,"Upregulated"
"C1QBPP2",2.26650495754765,1.29611240684145e-11,"Upregulated"
"CCL7",1.86388281057196,1.29763752734901e-11,"Upregulated"
"AC027763.1",1.98885241939991,1.29941119450923e-11,"Upregulated"
"COL4A2-AS1",-1.40219509787697,1.30968243020126e-11,"Downregulated"
"AC069499.1",1.2285649783432,1.31545834666717e-11,"Upregulated"
"AC018809.1",1.38704765597136,1.31545834666717e-11,"Upregulated"
"AL356417.3",-1.36224187523094,1.33497797177714e-11,"Downregulated"
"MRGPRF-AS1",-1.46732721339656,1.35115926230951e-11,"Downregulated"
"AC092580.4",1.82672452568601,1.35115926230951e-11,"Upregulated"
"RIBC1",-1.10709629245949,1.35408568948951e-11,"Downregulated"
"AC010624.1",-1.89873732759105,1.36111643821188e-11,"Downregulated"
"AC068722.2",-1.33784295396908,1.36298210291906e-11,"Downregulated"
"RPL22P2",1.61752977123928,1.37677858405833e-11,"Upregulated"
"G6PC2",-2.47576592885362,1.37985177839582e-11,"Downregulated"
"KRTAP2-3",3.5278323338371,1.3854599578847e-11,"Upregulated"
"DNAI4",-1.26928955444695,1.38738520101178e-11,"Downregulated"
"AP000842.3",3.29233692030881,1.39085960825239e-11,"Upregulated"
"LINC01583",2.41244666779439,1.39255132974974e-11,"Upregulated"
"AC093894.2",3.81915517804824,1.40626876758329e-11,"Upregulated"
"HOXB3",1.35655391646865,1.42286394477797e-11,"Upregulated"
"TTC24",1.54137427765764,1.4232727112112e-11,"Upregulated"
"HES7",1.99427801262521,1.42426077769558e-11,"Upregulated"
"AC127024.5",1.07508877251622,1.43280436050845e-11,"Upregulated"
"ISL2",1.84834430924573,1.43286662368413e-11,"Upregulated"
"CNMD",3.69277043384013,1.45134928057851e-11,"Upregulated"
"AC138409.1",2.06004154331371,1.4629437064053e-11,"Upregulated"
"LHFPL3",-2.08270153721879,1.46683891528242e-11,"Downregulated"
"UBE2R2-AS1",1.65005975742335,1.48350446994342e-11,"Upregulated"
"EDN2",1.85048897909431,1.48767633045777e-11,"Upregulated"
"FAT3",-1.8259735941416,1.49210392708722e-11,"Downregulated"
"ROPN1L",-1.84862660229112,1.50029501273747e-11,"Downregulated"
"MYO16-AS1",-2.48376631578381,1.50478472466571e-11,"Downregulated"
"AL158168.1",-2.18217041491723,1.50908872064713e-11,"Downregulated"
"AL589935.2",-2.11630921667439,1.51098999975072e-11,"Downregulated"
"LINC02660",-2.41135915898137,1.52772730185381e-11,"Downregulated"
"PCDHA5",1.71337535675492,1.55397762989575e-11,"Upregulated"
"APELA",2.06733183965786,1.55589053218764e-11,"Upregulated"
"ACTG2",-1.28527254900457,1.55975463153509e-11,"Downregulated"
"SLC38A4",1.89086686026467,1.57787498957832e-11,"Upregulated"
"OR10A3",-2.33518367045962,1.58801258467914e-11,"Downregulated"
"RPL19P16",-1.24285247301255,1.59178238664852e-11,"Downregulated"
"AC017104.3",1.19987195901585,1.60005556241762e-11,"Upregulated"
"AC046195.1",-2.33543251112396,1.60619262491256e-11,"Downregulated"
"AC023794.2",2.77693436427379,1.6105745778695e-11,"Upregulated"
"AC084026.2",2.52774040623551,1.61305783846312e-11,"Upregulated"
"ELOVL6",1.28643720613859,1.62166693797566e-11,"Upregulated"
"KCNN1",1.46515317362031,1.62264343873475e-11,"Upregulated"
"PTGIS",-1.26435346121837,1.62333943191984e-11,"Downregulated"
"AC004253.1",1.0684992563333,1.6258172427856e-11,"Upregulated"
"ABCA17P",1.57284096150601,1.63005934752604e-11,"Upregulated"
"RNF32-AS1",1.11746436638112,1.63375391003963e-11,"Upregulated"
"GJA3",1.96439143310375,1.63381077879601e-11,"Upregulated"
"IFITM1",1.10030866518807,1.64402322255744e-11,"Upregulated"
"CST5",-1.94192415851585,1.64732437238534e-11,"Downregulated"
"KIF3C",1.07182440156428,1.65249945372882e-11,"Upregulated"
"AC100810.3",1.72496176906795,1.65828369865172e-11,"Upregulated"
"CCDC194",1.82328568488088,1.67140288632498e-11,"Upregulated"
"EFCAB1",-2.075936408188,1.68650690436908e-11,"Downregulated"
"AC022905.1",3.10210686230272,1.69950255860714e-11,"Upregulated"
"AC124947.2",2.03047178187454,1.7042608827939e-11,"Upregulated"
"HEPACAM2",2.61099996761104,1.70910875795956e-11,"Upregulated"
"TENM1",2.18720456326665,1.70953627809526e-11,"Upregulated"
"GGT4P",2.24744814844405,1.70953627809526e-11,"Upregulated"
"TNNI2",-1.46986713595821,1.71392699721142e-11,"Downregulated"
"AC069528.1",2.40155704513003,1.71502173418523e-11,"Upregulated"
"GOLGA2P11",2.78399853763285,1.72488356419761e-11,"Upregulated"
"G6PD",1.30534547100777,1.72773738821152e-11,"Upregulated"
"KCNE1B",-2.07041577816057,1.72857193109745e-11,"Downregulated"
"AC004687.3",2.85555397460572,1.73401193141534e-11,"Upregulated"
"AP003472.2",2.09951707964232,1.75809005716695e-11,"Upregulated"
"CIART",1.13104672027782,1.76001507940214e-11,"Upregulated"
"VWA3B",-1.83902125034418,1.76772055579169e-11,"Downregulated"
"AC021594.1",2.81586768459311,1.77023827086552e-11,"Upregulated"
"RAPGEFL1",1.14005153151257,1.7710588186746e-11,"Upregulated"
"ANAPC1P1",1.96329227016308,1.78146440707408e-11,"Upregulated"
"AC104561.4",1.5477237317007,1.78428946115167e-11,"Upregulated"
"IGHV3OR16-16",2.5755451205608,1.79144543944857e-11,"Upregulated"
"ADAMTS9-AS2",-1.44011726586944,1.79878157100919e-11,"Downregulated"
"TMCO1-AS1",1.13633903900597,1.81174880391791e-11,"Upregulated"
"C16orf54",-1.06987408997875,1.8236261110631e-11,"Downregulated"
"SLC6A15",3.12456819205459,1.82867866380567e-11,"Upregulated"
"GUSBP2",1.01627352789799,1.83239545380848e-11,"Upregulated"
"ANKRD66",-2.31563771125404,1.83892559055081e-11,"Downregulated"
"ACOXL-AS1",-1.3326958639605,1.84597407756777e-11,"Downregulated"
"AP003031.1",2.55587372641116,1.85977210269506e-11,"Upregulated"
"LAG3",1.25867548836576,1.86150070861323e-11,"Upregulated"
"AL731557.1",-1.84329334965491,1.87473205912774e-11,"Downregulated"
"CYP26A1",2.71201846651752,1.87479863623782e-11,"Upregulated"
"ALDH1L2",1.19893319116125,1.87672694835209e-11,"Upregulated"
"AP001885.2",1.77384308596634,1.89743479198776e-11,"Upregulated"
"KCNN3",-1.03819572813859,1.90382676271495e-11,"Downregulated"
"SCIN",1.52106724244754,1.90385946357195e-11,"Upregulated"
"DLX4",1.18772607681559,1.92403520525107e-11,"Upregulated"
"RPL7AP26",2.24419326142655,1.92468121594967e-11,"Upregulated"
"DPY19L1P2",1.27946521577491,1.94060520681356e-11,"Upregulated"
"C2orf72",1.91451556075174,1.94755917278591e-11,"Upregulated"
"AC004895.1",1.60178828443115,1.95460604504878e-11,"Upregulated"
"CCDC68",-1.05262144460044,1.96278364165283e-11,"Downregulated"
"BHLHE41",-1.02864846580479,1.97303797183586e-11,"Downregulated"
"AL031667.3",1.30476613739678,1.97965069308354e-11,"Upregulated"
"PCDH8",3.76885437915895,1.98122285701306e-11,"Upregulated"
"LMO7DN",-1.47860184108934,1.98490394394743e-11,"Downregulated"
"RNU4-52P",2.32602981032321,1.99351565216908e-11,"Upregulated"
"AC007528.1",2.41867693332139,1.99382882947537e-11,"Upregulated"
"IL21",1.83985430181655,1.9961946834228e-11,"Upregulated"
"LINC02320",1.79636869901702,2.00496471103682e-11,"Upregulated"
"LINC02012",1.39117514163256,2.00997157556191e-11,"Upregulated"
"COX6B1P5",1.94519114582942,2.01149745794911e-11,"Upregulated"
"AC068580.4",1.36621406445654,2.02647062596219e-11,"Upregulated"
"AC005618.1",1.25526704239686,2.02958269822137e-11,"Upregulated"
"AC005839.1",1.02953571656857,2.03458056680682e-11,"Upregulated"
"AC005387.2",1.16581797914497,2.04389449821513e-11,"Upregulated"
"BX255925.4",2.55326112344248,2.05077692541576e-11,"Upregulated"
"GALNT4",1.54799095987835,2.0542473271049e-11,"Upregulated"
"LINC00924",-1.26584059009287,2.06666049609103e-11,"Downregulated"
"PRR32",3.17754092067694,2.07895013571591e-11,"Upregulated"
"KYAT1",1.42492954080583,2.07979351196939e-11,"Upregulated"
"AL611929.1",4.31753268657175,2.08608603632813e-11,"Upregulated"
"KHDRBS2",-1.72050108244059,2.08924413074788e-11,"Downregulated"
"AL592166.1",1.88354553832709,2.12736179362516e-11,"Upregulated"
"SPATA3-AS1",2.40303395430891,2.12762430244284e-11,"Upregulated"
"AL162632.3",1.84708743705389,2.13232882216092e-11,"Upregulated"
"AL139095.3",3.52355531201235,2.14773234476771e-11,"Upregulated"
"AP002358.2",3.00466062177144,2.16536600654076e-11,"Upregulated"
"AC072062.1",2.40431013566263,2.1971608569028e-11,"Upregulated"
"TRIM10",2.46562506174168,2.20912388665577e-11,"Upregulated"
"AC093904.3",2.98701016841776,2.22688079030644e-11,"Upregulated"
"IGHV3OR16-12",2.0937006764149,2.22874294075927e-11,"Upregulated"
