"gene_name","log2FoldChange","padj","Significance"
"FAM83A",6.79169955503033,4.29677444265371e-176,"Upregulated"
"PYCR1",3.68778284552719,2.97067106030629e-165,"Upregulated"
"OTUD1",-2.12045819009293,9.4217416734417e-146,"Downregulated"
"AFAP1-AS1",6.30580706970009,1.20465158629396e-128,"Upregulated"
"EPAS1",-2.72397932995301,4.17782302266439e-128,"Downregulated"
"STX11",-3.06733198108962,2.35383001229803e-127,"Downregulated"
"SPAAR",-2.72042985490703,3.00872845559633e-127,"Downregulated"
"PECAM1",-2.32194072429338,1.34990221983209e-126,"Downregulated"
"ETV4",3.84679264258589,6.71526656564101e-125,"Upregulated"
"TEDC2",3.51277904836723,6.99078090418126e-124,"Upregulated"
"IQGAP3",3.60524212249925,1.65546995244555e-122,"Upregulated"
"TOP2A",3.84859133357327,3.68057302985422e-122,"Upregulated"
"S1PR1",-2.85786461175457,1.23864486991279e-120,"Downregulated"
"FAM83A-AS1",6.61995562163355,1.89036442967977e-120,"Upregulated"
"B3GNT3",4.34654494058237,5.81646448348256e-120,"Upregulated"
"RGCC",-2.88225704486981,5.94702787429284e-119,"Downregulated"
"ACVRL1",-2.56966346872342,1.14233768099397e-118,"Downregulated"
"EMP2",-2.73403226434656,1.75411849705021e-116,"Downregulated"
"SEMA3G",-3.22936633093402,4.57887202879894e-116,"Downregulated"
"RTKN2",-4.06768470125319,1.04745477630348e-114,"Downregulated"
"LCAL1",7.8340297806561,5.93644331036976e-114,"Upregulated"
"TEK",-3.25504862552452,1.14473395263897e-113,"Downregulated"
"SAPCD2",3.79878941635378,3.09692238557226e-113,"Upregulated"
"PTPN21",-2.44960605480788,2.02051259060739e-112,"Downregulated"
"RAMP3",-3.23362026950206,3.48193663617737e-111,"Downregulated"
"KIF4A",3.81127980238813,5.97053110901281e-111,"Upregulated"
"UBE2T",3.3099485856487,5.39467939356036e-109,"Upregulated"
"HSPA12B",-2.79712893953787,7.17882892569252e-109,"Downregulated"
"PALM2AKAP2",-2.51266689817546,1.69663740084385e-108,"Downregulated"
"MEX3A",4.16535115564742,4.28965491597555e-108,"Upregulated"
"FAM107A",-4.5571136627906,7.70683580408774e-108,"Downregulated"
"CRABP2",5.56434313718907,9.29140251087249e-107,"Upregulated"
"ADM2",3.45477839608745,7.72383984068252e-106,"Upregulated"
"TMPRSS4",4.81637649058648,1.8514236644773e-105,"Upregulated"
"NEK2",3.73141762928185,4.05951797836428e-105,"Upregulated"
"RAMP2",-2.87152593675994,5.30532613917307e-105,"Downregulated"
"KIF14",3.75065006901283,5.62868195804942e-105,"Upregulated"
"LDB2",-2.58988584250434,7.21532028812622e-105,"Downregulated"
"HJURP",3.84565786205978,7.44146270253301e-105,"Upregulated"
"ABCA12",5.39746760244066,1.03588188491054e-104,"Upregulated"
"TMEM184A",3.1233566158206,2.18961187771641e-104,"Upregulated"
"WWC2",-2.36035254317592,6.94072565903778e-104,"Downregulated"
"CDC25C",3.68206507642494,9.97902551577582e-104,"Upregulated"
"UHRF1",3.34668035865284,1.52210641901721e-103,"Upregulated"
"ASPM",3.73312871215138,1.43983900974329e-102,"Upregulated"
"COL10A1",4.62621702123465,4.40278268246979e-102,"Upregulated"
"PTPRH",5.19079592166472,8.00636219842916e-101,"Upregulated"
"MMP11",5.51760045190878,8.66329496477432e-101,"Upregulated"
"EDNRB",-3.50209569055048,1.30598109650576e-100,"Downregulated"
"ANLN",3.76728695230741,1.63914826965685e-100,"Upregulated"
"DLGAP5",3.67241109740376,1.86271259703962e-100,"Upregulated"
"GOLM1",2.63234529963219,1.87474977109359e-100,"Upregulated"
"CENPF",3.4862337451466,2.32611658385689e-100,"Upregulated"
"ROBO4",-2.85578323510177,5.3309064578353e-100,"Downregulated"
"CDC20",3.75898120807849,6.11246270029152e-100,"Upregulated"
"PRX",-3.35892395319374,6.26877560206838e-100,"Downregulated"
"LIMS2",-2.81889069560271,1.13980951420236e-99,"Downregulated"
"CTHRC1",3.78908851295874,1.13980951420236e-99,"Upregulated"
"CDH5",-2.5597618765478,4.49504243877291e-99,"Downregulated"
"ERCC6L",3.29275184077704,4.54579006388398e-99,"Upregulated"
"Z98257.1",6.06885463178261,6.65748362783998e-99,"Upregulated"
"UBE2C",4.17534841346962,7.31389775876626e-99,"Upregulated"
"NUF2",3.70112667117685,1.03145632848424e-98,"Upregulated"
"JAM2",-2.51298153104638,1.49381119990957e-98,"Downregulated"
"KIF2C",3.56548695325415,2.32381876813112e-98,"Upregulated"
"CDC6",3.41259824415333,1.06339713585982e-97,"Upregulated"
"BUB1B",3.41884154071303,1.35212204755747e-97,"Upregulated"
"GREM1",5.04114994748336,1.46492205221772e-97,"Upregulated"
"LINC01977",4.78809497529595,2.55365068794774e-97,"Upregulated"
"XRCC2",3.23167042218829,3.68129691593012e-97,"Upregulated"
"KIF20A",3.14766965983544,4.68497475842081e-97,"Upregulated"
"E2F8",3.15764727672424,1.27934589388056e-96,"Upregulated"
"KIF18B",3.76147785294093,1.9767103715912e-96,"Upregulated"
"MELK",3.61035236062965,2.28724707844621e-96,"Upregulated"
"CYP24A1",6.69224178660055,4.06128353509251e-96,"Upregulated"
"EXO1",3.58930982276773,4.06128353509251e-96,"Upregulated"
"COL11A1",6.25794650402756,9.39140042154003e-96,"Upregulated"
"SPAG5",3.0763172156021,1.23069694291683e-95,"Upregulated"
"KIF26B",3.14157632340652,1.60484205337873e-95,"Upregulated"
"TROAP",3.79309243825183,1.74493914939957e-95,"Upregulated"
"ARHGEF39",2.73241130327211,7.26064729117427e-95,"Upregulated"
"SH2D3C",-2.30071805753218,1.00124617804017e-94,"Downregulated"
"DEPDC1B",3.62043680244606,1.55081132761707e-94,"Upregulated"
"AL590226.1",-3.63746602207054,1.5781026025418e-94,"Downregulated"
"ORC6",3.05000658869507,2.17345251947061e-94,"Upregulated"
"PLK1",3.18451736814943,3.45366957110834e-94,"Upregulated"
"DEPDC1",3.77525764283186,6.54903429342964e-94,"Upregulated"
"TPX2",3.62866396872956,7.21997281926611e-94,"Upregulated"
"PLEKHN1",3.1236189422974,7.40583801617081e-94,"Upregulated"
"PITX2",8.216440317457,9.79776674623611e-94,"Upregulated"
"KANK3",-2.86289558782525,1.2873803048304e-93,"Downregulated"
"FEZF1-AS1",6.16332435871024,1.76846716095967e-93,"Upregulated"
"CYYR1",-2.2826163988747,4.5744333453294e-93,"Downregulated"
"BIRC5",3.66793124290853,5.654431799173e-93,"Upregulated"
"CD101",-2.75557569957837,2.39598285048997e-92,"Downregulated"
"ZYG11A",5.43598457646439,5.59814648617388e-92,"Upregulated"
"SPOCK2",-3.21572868391465,2.49878604487546e-91,"Downregulated"
"FOXF1",-2.75003608262645,3.04642409429227e-91,"Downregulated"
"SYT12",5.69776238422125,3.94523074623479e-91,"Upregulated"
"CALCRL",-2.73692515515034,4.448625719027e-91,"Downregulated"
"TAL1",-2.7920912312145,1.512810094965e-90,"Downregulated"
"FCN3",-4.53041061189712,8.70767102840487e-90,"Downregulated"
"ALDH18A1",1.61513926242454,1.12753568150624e-89,"Upregulated"
"ZFPM2-AS1",5.39916427867741,4.46180570400432e-89,"Upregulated"
"ATP10B",5.50860290617761,5.08323830629139e-89,"Upregulated"
"CEP55",3.24283022599595,5.50551902542488e-89,"Upregulated"
"GINS1",3.0304709091098,6.63807762571182e-89,"Upregulated"
"RASAL1",4.01792030007726,6.63807762571182e-89,"Upregulated"
"FGD5",-2.25307751195115,8.39640707577648e-89,"Downregulated"
"EZH2",2.5414517103761,1.21866569949401e-88,"Upregulated"
"CDCA8",3.03301845591135,1.94576774950113e-88,"Upregulated"
"SPAG4",2.89107506240699,1.96058962682582e-88,"Upregulated"
"STIL",2.56019441191273,2.02809631529281e-88,"Upregulated"
"PLAC9",-2.71876736509484,2.12944455138619e-88,"Downregulated"
"GIMAP8",-2.45541864556229,3.45272231851716e-88,"Downregulated"
"PPP1R14D",5.99810600809821,3.60302248254779e-88,"Upregulated"
"RECQL4",3.01728727105818,5.4743491481333e-88,"Upregulated"
"LGR4",2.72356994549093,6.99426508780764e-88,"Upregulated"
"PRKCE",-1.86710727809628,1.62472995078823e-87,"Downregulated"
"SMAD6",-2.56449210281452,1.76590613768725e-87,"Downregulated"
"MYZAP",-3.29990512173667,2.0889304074247e-87,"Downregulated"
"MYEOV",6.28852163345695,6.2621387121646e-87,"Upregulated"
"EPHA10",3.62287309924268,1.25532639112633e-86,"Upregulated"
"LINC00511",3.16827061516802,1.33877427975122e-86,"Upregulated"
"FRMD5",3.55900167588905,2.4151386359387e-86,"Upregulated"
"MCM10",3.53032557589024,2.71789053108756e-86,"Upregulated"
"SPP1",4.80321516076103,3.15416194393618e-86,"Upregulated"
"SKA3",3.19697794103031,5.03562722499447e-86,"Upregulated"
"CAVIN2",-3.31533637563822,5.15967312062942e-86,"Downregulated"
"CDCA3",3.26747960132806,5.8060967780444e-86,"Upregulated"
"CBLC",3.19817973320784,6.16735402786825e-86,"Upregulated"
"AL162595.1",2.17125281656031,1.02610448133016e-85,"Upregulated"
"FUT2",3.17181398233889,1.14099476968252e-85,"Upregulated"
"CST1",6.83427445325037,1.28806131428433e-85,"Upregulated"
"TMPRSS11E",6.71611568553883,2.91781290103711e-85,"Upregulated"
"SLC6A4",-6.16024948129508,3.71036363578611e-85,"Downregulated"
"RRM2",3.19684110620559,4.30151949343689e-85,"Upregulated"
"STARD8",-2.21639162332444,4.8019158847845e-85,"Downregulated"
"GJB2",4.55971359512939,5.40038179749019e-85,"Upregulated"
"ANGPT4",-4.23178683081093,5.52359908097162e-85,"Downregulated"
"MNX1-AS1",5.24330720398941,5.55722860528711e-85,"Upregulated"
"CCNB1",2.97289067036758,6.52540442197079e-85,"Upregulated"
"GRK5",-2.49663429740158,7.80222670151282e-85,"Downregulated"
"SPTBN2",2.50064385361649,9.1968802260984e-85,"Upregulated"
"GTSE1",3.08921616894712,2.54438693597934e-84,"Upregulated"
"CENPA",3.6166299023667,3.23047388224798e-84,"Upregulated"
"FHL1",-3.42265765042492,6.88185151192903e-84,"Downregulated"
"HMGB3",3.48869782043485,7.99861116931311e-84,"Upregulated"
"KANK2",-1.64984419995764,1.05315002362184e-83,"Downregulated"
"MYCT1",-2.26272571727326,1.28164860747075e-83,"Downregulated"
"ECSCR",-2.25214737205536,1.57518233613476e-83,"Downregulated"
"TUBB3",4.50891965408895,1.59073088852235e-83,"Upregulated"
"CKAP2L",3.15872763288466,1.59330643120044e-83,"Upregulated"
"FER1L4",4.16400462025912,2.27074886427349e-83,"Upregulated"
"LRRC32",-2.37882014357626,2.41752813155998e-83,"Downregulated"
"CCM2L",-2.53340059573795,2.62101740387758e-83,"Downregulated"
"EFNA4",2.19381013444483,4.21204634923693e-83,"Upregulated"
"ARHGEF15",-2.46230787025116,4.84963782522016e-83,"Downregulated"
"STARD13",-2.00925814983537,4.89459265757537e-83,"Downregulated"
"CCNB2",3.03865411106276,4.94958605264973e-83,"Upregulated"
"CLEC1A",-2.29053439252526,6.7248017536926e-83,"Downregulated"
"FMO2",-3.26764711004018,6.90534132924572e-83,"Downregulated"
"IGSF9",3.2303047772018,1.47563322010067e-82,"Upregulated"
"AC093110.1",-3.26323898379562,1.71252415174828e-82,"Downregulated"
"GCNT3",5.15134057003159,1.97406701476989e-82,"Upregulated"
"SFXN1",1.5106657546879,2.03819814635859e-82,"Upregulated"
"FERMT1",3.21869354507494,2.12875664929833e-82,"Upregulated"
"LINC02014",3.95052760379051,2.53392614405992e-82,"Upregulated"
"GPT2",3.40430525856391,2.57854287493542e-82,"Upregulated"
"CLEC14A",-2.30377967300647,4.07698566053178e-82,"Downregulated"
"SGO1",3.21181619737398,4.08772614799428e-82,"Upregulated"
"NEIL3",4.27343806448611,9.62260841929969e-82,"Upregulated"
"AURKB",3.43148339515632,1.02187414691092e-81,"Upregulated"
"TMEM177",1.57178847932871,2.59738180360488e-81,"Upregulated"
"USHBP1",-2.3130323303123,3.14522834044632e-81,"Downregulated"
"EEF1A2",6.35377340994955,3.37833548510492e-81,"Upregulated"
"CELSR3",3.39850467049287,3.58751236050518e-81,"Upregulated"
"POLQ",3.31251444748326,4.4220618747077e-81,"Upregulated"
"STX1A",3.09462238889886,4.67428015981327e-81,"Upregulated"
"CDC45",3.19264213802941,6.50710417299225e-81,"Upregulated"
"PSAT1",3.48520913097602,6.84478516555335e-81,"Upregulated"
"CLEC3B",-3.77771154946595,6.84478516555335e-81,"Downregulated"
"TTK",3.28687413186776,7.44954621964859e-81,"Upregulated"
"ARHGEF26",-2.67662055995088,9.66569696058752e-81,"Downregulated"
"PAICS",1.85024804792455,1.51050759532232e-80,"Upregulated"
"KIF11",2.68323299662055,1.56194330633781e-80,"Upregulated"
"SRPK1",1.60080953883306,1.97046238202069e-80,"Upregulated"
"C20orf202",-2.56822364069233,2.22729300918035e-80,"Downregulated"
"FOXM1",3.33558314288444,2.7316820261445e-80,"Upregulated"
"ERG",-2.14488592564473,2.77428287268702e-80,"Downregulated"
"RAD54L",3.12207438234613,4.07723338338583e-80,"Upregulated"
"AL606469.1",-5.28319138638614,4.67976784441738e-80,"Downregulated"
"MKI67",3.09951804272555,4.99422834427417e-80,"Upregulated"
"NDC80",3.12279707980919,1.28210667455165e-79,"Upregulated"
"EFNA3",3.02118761655164,1.49835234851001e-79,"Upregulated"
"MMRN2",-2.14312851295522,3.09439891286877e-79,"Downregulated"
"CSRNP1",-2.39545118960328,4.08524908347997e-79,"Downregulated"
"PPAT",1.92721728014933,4.64731356919988e-79,"Upregulated"
"TRPM8",6.6516913084868,7.99146326332e-79,"Upregulated"
"MYBL2",3.79516573309353,8.6440638462353e-79,"Upregulated"
"ITPKA",5.1687949977827,9.06188585977203e-79,"Upregulated"
"FABP4",-4.9137771005074,1.1239440281456e-78,"Downregulated"
"PRAME",7.5278257621681,1.4245086009111e-78,"Upregulated"
"ADRB2",-3.08771317128815,1.44564037178269e-78,"Downregulated"
"THSD1",-2.23602163551232,1.87531879772263e-78,"Downregulated"
"NOVA2",-2.42150480236756,3.03122816295305e-78,"Downregulated"
"ZWINT",2.59495408183165,3.15484471543163e-78,"Upregulated"
"PDLIM2",-1.98774160838519,4.87327563208411e-78,"Downregulated"
"HS6ST2",3.68488159482417,8.02052314203146e-78,"Upregulated"
"AGER",-5.03641846574942,1.299658249648e-77,"Downregulated"
"RGS17",3.77124770459193,1.56045835893667e-77,"Upregulated"
"HMMR",3.01160880326746,1.75947841642748e-77,"Upregulated"
"RMI2",2.26962582624843,1.8453253848295e-77,"Upregulated"
"EPN3",3.06246440763488,2.80484872770071e-77,"Upregulated"
"HTR3A",5.96627073868509,4.61127776447159e-77,"Upregulated"
"NCAPG",3.20123245644443,4.79437138603817e-77,"Upregulated"
"CAV1",-3.43460125808358,5.45009271159505e-77,"Downregulated"
"CAT",-1.91169292971764,1.10977612091484e-76,"Downregulated"
"NCAPH",2.95766148427466,1.50809963237974e-76,"Upregulated"
"SLC2A1",3.4988856883615,2.21565606689599e-76,"Upregulated"
"BRIP1",2.70341427085857,2.61871032727652e-76,"Upregulated"
"FGL1",7.34171285258231,3.83503058162603e-76,"Upregulated"
"C10orf88B",3.54054896876884,6.58876392553222e-76,"Upregulated"
"SGCG",-3.84034722957654,6.8527102901431e-76,"Downregulated"
"TAMALIN",-2.35206017388471,8.39273766204687e-76,"Downregulated"
"LYVE1",-3.20833367040967,1.12223292883186e-75,"Downregulated"
"GYPE",-3.27469055403196,1.46863901023053e-75,"Downregulated"
"LMO2",-1.92357851285664,2.08459059219275e-75,"Downregulated"
"MNX1",4.31954893475483,2.67275159295906e-75,"Upregulated"
"AC140479.2",4.16184473707174,2.84077516744052e-75,"Upregulated"
"NDST1",-1.60622147251963,4.63720929215154e-75,"Downregulated"
"OTX1",3.30704496973407,6.43662733304227e-75,"Upregulated"
"AC004816.1",2.88397617387607,6.8056342724305e-75,"Upregulated"
"MYO19",1.64707011246724,7.84019030616262e-75,"Upregulated"
"PKMYT1",2.96426613279984,8.4532839912545e-75,"Upregulated"
"ONECUT1",6.68447241008629,2.00935372900615e-74,"Upregulated"
"HID1-AS1",-2.80819950996934,2.03910938885352e-74,"Downregulated"
"AC080037.2",5.31103808336199,2.09341950007547e-74,"Upregulated"
"RCC1",1.73766622216239,2.10482821707847e-74,"Upregulated"
"AL109741.1",-2.53867405941934,2.40185242056761e-74,"Downregulated"
"MDK",3.05114957396911,2.69616586671396e-74,"Upregulated"
"RAB26",3.64055865245021,2.94878258138117e-74,"Upregulated"
"PPP1R14B",2.06761486092919,3.41161027889901e-74,"Upregulated"
"ESPL1",3.11662501724374,4.1592642273369e-74,"Upregulated"
"SOX7",-2.94666771946932,4.34861910481417e-74,"Downregulated"
"TMEM100",-4.35815718783548,5.12150687823217e-74,"Downregulated"
"FENDRR",-3.88803296172475,1.05790044835747e-73,"Downregulated"
"LINC00968",-3.52230877935721,1.08616110281021e-73,"Downregulated"
"CDCA2",2.95976508802732,1.76463403870296e-73,"Upregulated"
"SLC39A8",-2.50013670372276,2.65084427952476e-73,"Downregulated"
"SASH1",-1.85034500949102,3.94955570452008e-73,"Downregulated"
"OCIAD2",2.18373936842522,4.65517521306946e-73,"Upregulated"
"CDCA5",2.95736063396362,5.14119667143103e-73,"Upregulated"
"KISS1R",6.2744651030547,5.71139441592979e-73,"Upregulated"
"ENTPD8",4.6741128302356,8.2647080680756e-73,"Upregulated"
"ARHGAP6",-2.3511719787948,1.03062025158536e-72,"Downregulated"
"SPINK1",6.64368749457939,1.18940532820101e-72,"Upregulated"
"FEZ1",-2.15567367259118,1.28693716936869e-72,"Downregulated"
"VIPR1",-3.21773471483849,1.44123703087274e-72,"Downregulated"
"UNC5CL",3.07343345248731,1.46792171992573e-72,"Upregulated"
"MMP13",6.13656271031012,2.11866104368584e-72,"Upregulated"
"RHBDL2",2.68322536046513,2.45091012855845e-72,"Upregulated"
"EMCN",-2.74883729059669,2.81397762939814e-72,"Downregulated"
"PLPP2",2.40884207272162,3.47660455580988e-72,"Upregulated"
"CCNA2",2.94103128291961,4.09158900197271e-72,"Upregulated"
"PNPLA6",-1.58003864647746,5.55510896045005e-72,"Downregulated"
"VIL1",7.00797792710031,6.22272182187001e-72,"Upregulated"
"CD93",-2.20887551328037,1.53457855855258e-71,"Downregulated"
"SPTBN1",-1.74632085718541,2.05436536689909e-71,"Downregulated"
"XDH",4.07082458821142,2.05436536689909e-71,"Upregulated"
"AC020907.1",5.64004303769129,2.68534512044506e-71,"Upregulated"
"AOC3",-2.66171364649212,2.8330168151209e-71,"Downregulated"
"STX12",-1.04391805136383,3.15720477398202e-71,"Downregulated"
"B4GALNT4",4.7568794305927,3.38275539663203e-71,"Upregulated"
"RXFP1",-3.11110330647657,3.54018302415588e-71,"Downregulated"
"RASIP1",-2.32338384470637,5.20911295757156e-71,"Downregulated"
"TNS1",-2.17873121694402,5.21310124767758e-71,"Downregulated"
"AC103718.1",5.80059953524751,5.70201444191537e-71,"Upregulated"
"GINS2",2.85126079641369,7.29918969797827e-71,"Upregulated"
"DMBX1",6.33451187243991,8.38900054426168e-71,"Upregulated"
"AC084871.3",-3.62291208742353,8.43569345523966e-71,"Downregulated"
"ST8SIA6",-3.54730713252877,2.72091826605841e-70,"Downregulated"
"CHEK1",2.59992812354839,2.72091826605841e-70,"Upregulated"
"HROB",2.72591951161302,3.26913574654422e-70,"Upregulated"
"SALL4",3.41966419832067,3.75768998571205e-70,"Upregulated"
"PBK",3.37437698941711,4.78651568309938e-70,"Upregulated"
"KIF15",2.67763616185834,5.55762098088067e-70,"Upregulated"
"CASKIN2",-1.73009591898171,1.03504687611459e-69,"Downregulated"
"FAM111B",2.73218764174471,1.19125961234643e-69,"Upregulated"
"SERINC1",-1.17562618381393,1.56216680295174e-69,"Downregulated"
"SOX17",-2.71525866919379,1.71790752224705e-69,"Downregulated"
"HHIPL2",6.07271112312467,2.00900778105043e-69,"Upregulated"
"IQANK1",2.23273285183948,2.30484893724189e-69,"Upregulated"
"ADPRH",-1.6082523202446,2.38927797891377e-69,"Downregulated"
"TICRR",2.87323597614229,3.96681258867492e-69,"Upregulated"
"TFR2",2.94899117901907,4.73015308338645e-69,"Upregulated"
"PTPRB",-2.55591023963117,5.16971826540199e-69,"Downregulated"
"CABYR",4.58538512318365,6.17748303167296e-69,"Upregulated"
"TFAP2A",3.74166824082522,6.63323362842868e-69,"Upregulated"
"GPRIN1",2.69579897508159,1.01308554263705e-68,"Upregulated"
"CENPI",2.74194782913429,1.04355027192111e-68,"Upregulated"
"HIGD1B",-2.75112467285172,1.16744115576668e-68,"Downregulated"
"SPC24",2.69354303600792,1.16744115576668e-68,"Upregulated"
"GRHL3",3.50657821231931,1.95520754621042e-68,"Upregulated"
"KNL1",2.63246306850799,1.95645689201087e-68,"Upregulated"
"RHOJ",-1.87448094797127,3.38129128722053e-68,"Downregulated"
"GPD1",-3.94691592509306,3.43284935217794e-68,"Downregulated"
"TMEM204",-1.91970199150319,3.5736431839154e-68,"Downregulated"
"CCNE1",3.27593871066125,4.04605404509045e-68,"Upregulated"
"FOXD3-AS1",7.03343680160142,5.48177211730013e-68,"Upregulated"
"AP001189.1",-3.06628189387231,5.52881649138826e-68,"Downregulated"
"EME1",2.68820926732148,6.12553921159055e-68,"Upregulated"
"C14orf132",-2.63726851629603,6.23497111390952e-68,"Downregulated"
"AL390719.1",2.77406431463702,9.44775983137923e-68,"Upregulated"
"HELLS",2.39482028619768,9.5408819163498e-68,"Upregulated"
"KNTC1",2.13235538887485,1.70364739268232e-67,"Upregulated"
"PCLAF",2.65029069071123,1.88988387241188e-67,"Upregulated"
"RUNDC3A-AS1",3.73818833114868,1.93709357645093e-67,"Upregulated"
"AC084880.1",-2.51031105630896,2.1872759224328e-67,"Downregulated"
"LINC02882",7.09156847607911,2.21911755102902e-67,"Upregulated"
"CLSPN",2.72699962019218,2.505578964802e-67,"Upregulated"
"LINC01270",2.84909419333571,4.24887736508064e-67,"Upregulated"
"STRA6",4.46253353776584,4.64361702808979e-67,"Upregulated"
"ORC1",2.74592173661744,4.71925674818233e-67,"Upregulated"
"CAVIN1",-2.08583118977927,4.98621128420448e-67,"Downregulated"
"AKR7A3",5.35192177185338,7.06669288577281e-67,"Upregulated"
"PAEP",7.45342089977044,7.74173174631371e-67,"Upregulated"
"BARX1",7.52884618172586,1.01882780708133e-66,"Upregulated"
"KDELR3",2.22859559375765,1.37005424616017e-66,"Upregulated"
"GIMAP6",-2.09449846085171,1.70154234153002e-66,"Downregulated"
"TNNC1",-3.5820161997653,1.71031326924959e-66,"Downregulated"
"AL391056.1",4.52768930641328,1.72516562748691e-66,"Upregulated"
"SKA1",3.02144016293261,1.82022522795093e-66,"Upregulated"
"PPP1R15A",-1.88422503791978,1.82599574185251e-66,"Downregulated"
"AC093890.1",-2.7583548513489,2.25638434481741e-66,"Downregulated"
"AC008496.3",6.67805336222555,2.27093317935379e-66,"Upregulated"
"C1orf112",1.73849472545722,2.55795666052019e-66,"Upregulated"
"INMT",-3.51792004317975,3.00245367404024e-66,"Downregulated"
"EFCC1",-2.59143807641664,3.70334590462979e-66,"Downregulated"
"CA9",5.61969877552065,3.85590012360945e-66,"Upregulated"
"GLIPR2",-2.21791910439436,5.35038932359188e-66,"Downregulated"
"CLIC5",-3.64063297311496,5.88933045956453e-66,"Downregulated"
"JPH4",-2.61311218301955,6.56146890818278e-66,"Downregulated"
"NECTIN4",2.32896379277502,8.60663809603027e-66,"Upregulated"
"PIMREG",3.20427200356113,9.02373085682901e-66,"Upregulated"
"HEG1",-2.13029224552133,1.06954902913861e-65,"Downregulated"
"LANCL1-AS1",-3.56746410616251,1.11299137225787e-65,"Downregulated"
"H2BC5",2.67232065172215,1.8231098297555e-65,"Upregulated"
"SCUBE1",-3.58005677451772,2.02865449421595e-65,"Downregulated"
"MCM4",2.20301924579049,2.12488973671333e-65,"Upregulated"
"DNA2",2.23068379157862,2.18792679063755e-65,"Upregulated"
"CDT1",2.7517009799865,2.38851790794633e-65,"Upregulated"
"LMCD1",-1.75736475985184,3.51386625973877e-65,"Downregulated"
"STXBP6",-3.50936094534769,4.1089381426302e-65,"Downregulated"
"PAFAH1B3",2.25698663065164,4.26729612118045e-65,"Upregulated"
"PCAT6",2.71155858530092,4.59024260868328e-65,"Upregulated"
"BCL2L15",3.4617623882954,6.20986898319733e-65,"Upregulated"
"ESCO2",2.63159941678347,6.69952189534663e-65,"Upregulated"
"NMUR1",-2.68960565025309,7.90033203075553e-65,"Downregulated"
"NME1",2.19862410047012,7.97001208552537e-65,"Upregulated"
"LASTR",3.96604873719813,8.64721751068144e-65,"Upregulated"
"KIFC1",2.73080755528115,9.4728320337363e-65,"Upregulated"
"ARHGAP31",-2.13220391432917,1.0811566999642e-64,"Downregulated"
"NECAB1",-3.19188749962251,1.3110038118911e-64,"Downregulated"
"RDM1",3.60759617835995,1.39633139987114e-64,"Upregulated"
"SLIT2",-2.47826241244368,1.6890695030861e-64,"Downregulated"
"MIR9-1HG",5.31348589288336,1.8725047406515e-64,"Upregulated"
"ADARB1",-1.76332322269746,1.8725047406515e-64,"Downregulated"
"PLEK2",2.72012394748848,2.26767094933362e-64,"Upregulated"
"FEZF1",5.5922291078734,3.062336120235e-64,"Upregulated"
"PITX1",4.5427717494859,3.28323776547057e-64,"Upregulated"
"ASF1B",2.36228120283836,3.60444488321615e-64,"Upregulated"
"DENND3",-1.74377044498674,3.91961974778684e-64,"Downregulated"
"SLC24A2",5.17502745202844,3.97915918853821e-64,"Upregulated"
"HBA2",-4.16369594757843,4.17208426317497e-64,"Downregulated"
"CHAF1B",1.92779246770989,5.45834137747496e-64,"Upregulated"
"SYT7",3.42655455699067,6.04374440756026e-64,"Upregulated"
"BUB1",2.633545653975,6.25683755267469e-64,"Upregulated"
"HNF4G",3.52084880265287,6.87970926440562e-64,"Upregulated"
"B3GNT6",5.74976884660341,7.65141084438187e-64,"Upregulated"
"TK1",2.63345421143415,8.49337579557069e-64,"Upregulated"
"GIMAP1",-2.03724932895547,9.86376614451199e-64,"Downregulated"
"POLE2",2.34960972426714,1.40331200364737e-63,"Upregulated"
"MSTO1",1.51654615953272,1.44238329254755e-63,"Upregulated"
"C11orf86",7.80626163648151,1.90405230584417e-63,"Upregulated"
"MMP1",4.92635290447958,2.00463231535695e-63,"Upregulated"
"CNOT11",1.11875863831621,2.8101212209477e-63,"Upregulated"
"FAM110D",-2.3221184877426,3.40012770380003e-63,"Downregulated"
"IL3RA",-1.73357436517591,3.85632581933208e-63,"Downregulated"
"HBB",-4.24427454653069,5.37414439905754e-63,"Downregulated"
"NMU",4.57917077081578,5.4979389953319e-63,"Upregulated"
"GPR146",-2.07977675418892,6.03465152989726e-63,"Downregulated"
"FGB",8.6203584205949,6.68390605520813e-63,"Upregulated"
"PPP1R14BP3",2.03396913432985,7.0167836954478e-63,"Upregulated"
"ANOS1",-2.79781038582869,8.56780976491791e-63,"Downregulated"
"PDIA4",1.75885628868474,8.92610967319677e-63,"Upregulated"
"LINC00942",6.27162735762881,1.43111276468449e-62,"Upregulated"
"CCNP",4.30428010997368,1.48317953663505e-62,"Upregulated"
"AURKA",2.62863568144223,1.54357801411066e-62,"Upregulated"
"YBX2",4.7366348917691,1.67953886831313e-62,"Upregulated"
"AC011294.1",4.89642850382862,1.73029332155361e-62,"Upregulated"
"C2CD4A",4.09637153834777,1.76865627507395e-62,"Upregulated"
"CENPU",2.35603899958074,2.05771705266429e-62,"Upregulated"
"AL445307.1",-3.46521752413395,2.08494750153124e-62,"Downregulated"
"CGREF1",4.24814596502565,2.14580713518362e-62,"Upregulated"
"HBEGF",-2.58419463889752,2.24788458178464e-62,"Downregulated"
"PLPP3",-1.39848140676394,2.30679249975388e-62,"Downregulated"
