"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034703","cation channel complex","88/4983","193/19886",4.06423858250091e-10,2.55677554462785e-08,1.90183030319899e-08,"CACNA1G/SCN4A/CACNA2D2/KCNG1/KCNH2/TRPC7/KCNAB2/CNGB1/TRPC5/KCNQ2/CACNA1S/KCNK2/KCNH4/HCN2/CACNA1I/KCNN4/KCNA7/CACNG7/KCNN1/GRIK5/PKD2L1/CACNG1/CASQ2/KCNJ5/KCNJ8/KCNC1/KCNA5/DPP6/CACNG6/CNGA4/CATSPERB/KCNK1/SCN7A/TRPC3/KCNA10/HCN3/CNGA3/SCN1A/CACNA1B/HTR3B/GRIK4/SCN2B/SCN3A/KCNJ16/C2CD6/MICU3/KCNJ6/CACHD1/SCNN1D/KCNF1/GRIK2/HCN1/KCNV1/KCNC2/SCN3B/HTR3A/SCNN1G/CACNB3/KCNJ4/KCNV2/KCNAB1/CNGB3/KCNMB3/CNTNAP2/CATSPERD/DPP10/SCN4B/HTR3C/KCNG2/KCNE1/KCNIP1/KCNA4/CACNB4/SCN5A/KCNQ3/KCND2/LRRC26/STAC3/KCNQ5/TMEM262/CATSPER4/ATP2A1/SCN8A/KCNMB2/CACNA1E/CNGA1/SLC5A3/TMEM249",88
"GO:1902495","transmembrane transporter complex","153/4983","394/19886",8.02576550119357e-10,4.62819143902162e-08,3.44263099130145e-08,"CFTR/CACNA1G/SCN4A/CACNA2D2/GABRA3/ATP1A2/KCNG1/ANO2/KCNH2/TRPC7/KCNAB2/CNGB1/TRPC5/KCNQ2/CACNG5/CACNA1S/KCNK2/KCNH4/GABRP/HCN2/CACNA1I/CHRNA4/GABRE/KCNN4/KCNA7/ATP1A3/GRIN2D/CACNG7/KCNN1/ATP4A/GRIK5/PKD2L1/CACNG1/GABRA4/GABRR2/CLIC5/GABRG2/CLCN2/ABCB6/GRIN3B/CHRNB4/CASQ2/OLFM3/GRIA2/KCNJ5/CHRNA2/KCNJ8/BEST3/KCNC1/ATP1B2/KCNA5/DPP6/CACNG6/CNGA4/CATSPERB/KCNK1/CHRND/TTYH3/SCN7A/CHRNA1/TRPC3/BEST4/KCNA10/ATP1B1/HCN3/ABCG8/CNGA3/SCN1A/GLRA3/GABRR1/CHRNA6/CACNA1B/HTR3B/GRIK4/SCN2B/FXYD4/GRID2/GRIA4/SCN3A/KCNJ16/GRIA1/C2CD6/MICU3/KCNJ6/CACHD1/CLIC6/CHRNB2/GRIN2C/SCNN1D/KCNF1/GABRB1/ABHD6/GRIK2/HCN1/KCNV1/KCNC2/SCN3B/HTR3A/SCNN1G/CACNB3/TTYH1/KCNJ4/KCNV2/KCNAB1/CLIC3/CHRNA5/CHRNB1/CNGB3/KCNMB3/LRRC8C/CHRNA9/CNTNAP2/CATSPERD/DPP10/GRIN1/SCN4B/HTR3C/NDUFV2/KCNG2/KCNE1/KCNIP1/KCNA4/GABRG3/CACNB4/GABRR3/GRIN2A/SCN5A/KCNQ3/KCND2/LRRC26/STAC3/KCNQ5/ATP4B/NDUFA13/GABRA5/CLCNKA/TMEM262/GABRD/CLCN1/VWC2/CATSPER4/CLDN4/ATP2A1/SCN8A/KCNMB2/CACNA1E/CNGA1/SLC5A3/SLC26A6/SHISA8/TMEM249/FXYD1/GABRQ",153
"GO:0000786","nucleosome","66/4983","134/19886",1.24905062890009e-09,6.64879257845278e-08,4.94563366422789e-08,"MRGBP/CENPA/H2BW1/H1-3/H1-1/H2BC11/H2BC1/H2BC5/H4C8/H3-4/H1-4/H2AC6/H2BC4/H2AC25/H3C13/H2AC20/H2AC21/H1-5/H2BC21/H2BC13/H1-6/H1-2/H2AX/H1-0/H2AC13/H2AC11/H4C3/H3C12/H4C11/H4C16/H2BC12/H3C14/H2BC18/H2BC15/H2BC12L/H4C15/H4C14/H4C12/H2BC14/H2BC8/H3C8/H2BC6/H4C6/H2BC17/H3C6/H2AC12/H4C13/H3C11/H2BC9/H3C1/H4C9/H2BC3/H2AC16/H4C5/H2AC8/H4C4/H2BC7/H3C7/H2AC4/H2BC10/H4C1/H2AC17/H4C2/H3C10/H3C2/H3C3",66
"GO:0005796","Golgi lumen","55/4983","106/19886",2.66654208945072e-09,1.31803366135707e-07,9.80405324617596e-08,"HS3ST1/DCN/VCAN/F7/MMP11/PDGFB/LHB/OGN/WNT3/SOD3/PODXL2/WNT6/PROC/MUC5B/F10/PROZ/NCAN/BCAN/CGA/PCSK6/FURIN/MUC4/GPC3/WNT3A/WNT7A/MMP16/MMP14/ACAN/AGRP/DEFA5/DEFA4/DEFB1/SDC2/MUC17/MUC3A/DEFB4A/MUCL1/MUC13/ZG16/MUC20/GPC5/F2/MUC16/GAS6/PROS1/MUC6/F8/PRELP/ERO1A/MUC2/MUC21/GPC2/MUC5AC/DEFA3/BGLAP",55
"GO:0045178","basal part of cell","121/4983","301/19886",4.39361972644006e-09,2.02692323379768e-07,1.50770529559943e-07,"SLC4A1/SLC6A13/CLDN11/CD44/ANK1/CASR/HOMER3/TFRC/CA12/FAP/EDN1/CDH17/CEACAM1/SLCO1A2/AURKA/SLC4A11/TF/DSP/SLC16A8/PDGFB/MLC1/SPEF1/VSIG1/NDRG4/SLC7A5/AQP9/CEACAM5/ATP6V0A4/MET/CA9/ABCC3/SLC16A6/SLC2A9/LIN7A/SLC6A12/SLCO1B3/NEDD9/LEPR/SLC2A1/SLC8A2/SLC16A7/EPCAM/TEK/LDLR/ITGB4/RHBG/SLCO1B1/SLCO2B1/SLC5A6/SLC39A8/SLC39A5/RHCG/ABCA8/SLC14A1/SLC16A3/ATP1B1/ADCY10/AQP10/PHLDB2/SLC26A1/NKD2/ST14/SLC22A8/ADRA2A/KCNJ16/PROM2/SLC16A1/SLC7A7/ADCY8/SLC13A3/SHROOM4/ACE/PTH1R/CD300LG/AQP5/PLPP3/PDPN/TGFA/ADORA1/CLDN19/ITGA2/SLC29A4/TSHR/KCNC2/SVOP/LPO/SLC22A11/KCNJ4/P2RY1/CDH2/P2RY6/AQP4/SLC19A1/SLCO4C1/CD34/SLCO2A1/MUC20/KCNJ10/ERBB4/SLC9A4/SCRIB/CADM1/CALHM3/GKN2/SLC51B/KRT14/P2RY4/SLC38A3/LRRK2/CLDN4/AJAP1/SLC22A4/C5AR1/STK39/SLC5A3/ALPK2/BMPR2/SLC26A6/AQP1/AQP7B/GPIHBP1",121
"GO:0009897","external side of plasma membrane","148/4983","387/19886",5.05642318098883e-09,2.18690302577767e-07,1.62670456283128e-07,"ITGAL/CRLF1/CEACAM21/SELE/SLAMF7/TNFRSF9/HYAL2/TGFBR3/TFRC/ITGA8/IL12RB2/FCN1/ABCB1/LAG3/IL5RA/CHRNA4/TLR8/RS1/SLC7A5/CLEC4M/CD79A/CD33/TFR2/ENG/CXCL12/P2RX1/FOLR3/CD69/IL17A/CD83/GHR/BTNL8/PRLR/LIFR/HHLA2/SLC4A3/IL1RL1/LCT/CD207/LEPR/ABCG2/CSF3R/GRIA2/CCRL2/CD244/CNTFR/PLAU/F10/ACKR4/ATP1B2/LDLR/RTBDN/VTCN1/IL2RA/KLRD1/CD36/NT5E/STAB2/TLR4/ITGA11/CXCL9/CD27/CDH13/ASGR1/TNFRSF11A/FCN3/ITGA10/TRPM8/ACKR2/GFRA3/ST14/MS4A2/GFRA1/THY1/ENPP3/RAET1L/MS4A1/CD1A/FCER1G/SCUBE1/ACE/TNFRSF13C/ABCG1/CHRNB2/AZGP1/SLAMF9/CXCR1/TGFBR2/CTLA4/ITGA2/IL31RA/TMC1/BTNL9/CLEC4E/CLEC4D/SCNN1G/CA4/SLC22A11/CX3CR1/GFRA2/IL7R/BTNL3/PCSK9/IL13/GP2/MUC17/PKHD1/S1PR1/FGG/FGA/FGB/DNAI2/PRND/AQP4/HEG1/CD34/SELP/ADGRE1/CLEC14A/UMODL1/CD19/CD163/THBD/CDH5/CCR8/F2/CXCR2/MUC16/CCR3/EFNA5/COLEC10/IL3RA/P4HB/TNFRSF18/CLEC17A/SERPINA5/PLET1/TRPV1/SPN/FCGR3A/HLA-E/CRLF2/KLRC2/CLEC6A/CD302/CLEC12B/ITGB3/GPIHBP1",148
"GO:1990351","transporter complex","157/4983","421/19886",1.31358026260821e-08,5.34704436308753e-07,3.97734209545148e-07,"CFTR/CACNA1G/SCN4A/CACNA2D2/GABRA3/ATP1A2/KCNG1/ANO2/KCNH2/TRPC7/KCNAB2/CNGB1/TRPC5/KCNQ2/CACNG5/CACNA1S/KCNK2/KCNH4/GABRP/HCN2/CACNA1I/CHRNA4/GABRE/KCNN4/KCNA7/ATP1A3/GRIN2D/CACNG7/KCNN1/ATP4A/GRIK5/PKD2L1/CACNG1/GABRA4/GABRR2/CLIC5/GABRG2/CLCN2/ABCB6/GRIN3B/SLC2A1/CHRNB4/ATP10B/CASQ2/OLFM3/GRIA2/KCNJ5/CHRNA2/KCNJ8/TIMM8A/BEST3/KCNC1/ATP1B2/KCNA5/DPP6/ATP8B3/CACNG6/CNGA4/CATSPERB/KCNK1/CHRND/TTYH3/SCN7A/CHRNA1/TRPC3/BEST4/KCNA10/ATP1B1/HCN3/ABCG8/CNGA3/SCN1A/GLRA3/GABRR1/CHRNA6/CACNA1B/HTR3B/GRIK4/SCN2B/FXYD4/GRID2/GRIA4/SCN3A/KCNJ16/GRIA1/C2CD6/MICU3/KCNJ6/CACHD1/CLIC6/CHRNB2/GRIN2C/SCNN1D/KCNF1/GABRB1/ABHD6/GRIK2/HCN1/KCNV1/KCNC2/SCN3B/HTR3A/SCNN1G/CACNB3/TTYH1/KCNJ4/KCNV2/KCNAB1/CLIC3/CHRNA5/CHRNB1/CNGB3/KCNMB3/LRRC8C/CHRNA9/CNTNAP2/CATSPERD/DPP10/GRIN1/SCN4B/HTR3C/NDUFV2/KCNG2/KCNE1/KCNIP1/KCNA4/GABRG3/CACNB4/GABRR3/GRIN2A/SCN5A/KCNQ3/KCND2/LRRC26/STAC3/KCNQ5/ATP4B/NDUFA13/GABRA5/CLCNKA/TMEM262/GABRD/CLCN1/VWC2/CATSPER4/CLDN4/ATP2A1/SCN8A/KCNMB2/CACNA1E/CNGA1/SLC5A3/SLC26A6/SHISA8/TMEM249/FXYD1/GABRQ",157
"GO:0005788","endoplasmic reticulum lumen","122/4983","313/19886",3.15767907963626e-08,1.21395217950461e-06,9.02985421018789e-07,"TMEM132A/FMO1/VCAN/TNC/CP/COL9A2/F7/COL11A1/ARSF/COL17A1/SPP2/CYP2W1/EDN1/BPIFB2/AFP/COL4A4/COL19A1/APOB/ERO1B/CHGB/P3H2/TF/COL9A3/PDGFB/COL20A1/CHRDL1/TIMP1/MSLN/SCG3/WNT3/COL1A1/WFS1/APOA4/IL23A/COL9A1/KNG1/BCHE/COL7A1/GCG/WNT6/PROC/APOA1/CASQ2/SPP1/COL10A1/AMELX/F10/PROZ/CFP/SDF2L1/VGF/COL5A1/MATN3/GOLM1/CKAP4/IL6/COL2A1/FKBP10/RCN3/CCN1/ADAMTSL4/PDIA6/MANF/AHSG/IGFBP3/IGFBP1/GPC3/SERPING1/SERPINH1/P4HA3/HYOU1/SPARCL1/DMP1/MEPE/WNT3A/WNT7A/PDIA4/ARSL/APOA2/GIP/COL6A3/ALB/MELTF/GPX8/COL1A2/CERCAM/COL3A1/TSPAN5/COL4A3/PCSK9/COL22A1/SDC2/MZB1/CDH2/COL24A1/FGG/FGA/SCG2/LAMB2/CES3/BDNF/F2/COL18A1/GAS6/F8/PDIA2/P4HB/SRL/AMTN/COL25A1/IL27/COL13A1/ERO1A/F5/COLGALT2/CES1/COL11A2/COL5A2/ARSH/COL28A1/TXNDC5/BGLAP",122
"GO:0009925","basal plasma membrane","112/4983","282/19886",3.53721062834304e-08,1.28828934463862e-06,9.58280330891825e-07,"SLC4A1/SLC6A13/CD44/ANK1/CASR/TFRC/CA12/CDH17/CEACAM1/SLCO1A2/AURKA/SLC4A11/TF/DSP/SLC16A8/PDGFB/MLC1/SPEF1/VSIG1/NDRG4/SLC7A5/AQP9/CEACAM5/ATP6V0A4/MET/CA9/ABCC3/SLC16A6/SLC2A9/LIN7A/SLC6A12/SLCO1B3/NEDD9/LEPR/SLC2A1/SLC8A2/SLC16A7/EPCAM/TEK/LDLR/ITGB4/RHBG/SLCO1B1/SLCO2B1/SLC5A6/SLC39A8/SLC39A5/RHCG/ABCA8/SLC14A1/SLC16A3/ATP1B1/AQP10/SLC26A1/NKD2/ST14/SLC22A8/ADRA2A/KCNJ16/PROM2/SLC16A1/SLC7A7/ADCY8/SLC13A3/SHROOM4/ACE/PTH1R/CD300LG/AQP5/PLPP3/PDPN/TGFA/ADORA1/CLDN19/SLC29A4/TSHR/KCNC2/SVOP/LPO/SLC22A11/KCNJ4/P2RY1/CDH2/P2RY6/AQP4/SLC19A1/SLCO4C1/CD34/SLCO2A1/MUC20/KCNJ10/ERBB4/SLC9A4/SCRIB/CADM1/CALHM3/SLC51B/P2RY4/SLC38A3/LRRK2/CLDN4/AJAP1/SLC22A4/C5AR1/STK39/SLC5A3/ALPK2/BMPR2/SLC26A6/AQP1/AQP7B/GPIHBP1",112
"GO:0043679","axon terminus","54/4983","113/19886",1.39736492538692e-07,4.83488264183873e-06,3.59637604481159e-06,"CASR/PTPRN/CNGB1/SNCB/KCNK2/OPRK1/CAD/SLC8A3/NTSR1/CALB1/SLC1A1/NMU/CALCA/TULP1/OPRD1/SLC8A2/PACSIN1/FLRT3/PRKCG/CDHR3/GAD1/KCNC1/UNC13A/NTS/UNC13C/SLC6A3/HCN3/SNCA/CRHBP/CPLX2/TPBG/NTRK2/ADRA2A/ADORA1/UCN/PRSS12/ITGA2/GRIK2/GPER1/SLC18A2/KCNC2/PNOC/CHRM1/CPLX1/SNCG/PCSK1/GRIN1/UCN3/TH/CHRM2/ROR1/KCNQ5/SLC18A3/LRRK2",54
"GO:0044306","neuron projection terminus","59/4983","129/19886",2.58900934779405e-07,8.53140223177849e-06,6.34599283745008e-06,"CASR/PTPRN/SYT1/CNGB1/SNCB/KCNK2/OPRK1/CAD/SLC8A3/NTSR1/CALB1/SLC1A1/NMU/CALCA/TULP1/OPRD1/SLC8A2/PACSIN1/FLRT3/FLRT1/PRKCG/CDHR3/GAD1/KCNC1/UNC13A/NTS/UNC13C/SLC6A3/HCN3/SNCA/CRHBP/CPLX2/TPBG/NTRK2/ADRA2A/UCHL1/ADORA1/UCN/PRSS12/ITGA2/GRIK2/GPER1/SLC18A2/KCNC2/PNOC/CHRM1/CPLX1/SNCG/PCSK1/GRIN1/UCN3/TH/CHRM2/ROR1/KCNQ5/SLC18A3/LRRK2/MME/VAMP2",59
"GO:0001533","cornified envelope","33/4983","60/19886",6.91017670768678e-07,2.17356467350875e-05,1.61678297132002e-05,"DSG2/PKP2/PKP1/TGM1/DSP/CASP14/CNFN/CSTA/PI3/KRT17/DSG3/DSG1/DSC1/SCEL/IVL/SPRR3/SPRR2D/KLK6/KRT1/SPRR1B/SPRR1A/KRT75/DSG4/PKP3/KRT16/KRT14/KAZN/CYSRT1/SPRR2E/SERPINB5/RPTN/SPRR2A/SPRR2F",33
"GO:0043025","neuronal cell body","170/4983","489/19886",7.95906434612679e-07,2.31934421277209e-05,1.72521953155697e-05,"FKBP4/CX3CL1/MAPK8IP2/ATP1A2/CASR/PTPRN/SLC2A3/GAL/TRPM5/TRPC5/ADAM11/SNCB/ITGA8/BRINP1/KCNK2/OPRK1/APOB/CAD/AURKA/TPX2/TGFB2/EFNA2/P2RX6/SLC8A3/NTSR1/CHRNA4/DRP2/CALB1/STMN2/KCNN4/TUBB4A/ATP1A3/CACNG7/MAST1/KCNN1/HPN/EVX1/COBL/SLC1A1/NEURL1/SEPTIN4/CRYAB/CALCA/OPRM1/GHR/GNAT1/CLCN2/SLC5A7/GRIN3B/SLC8A2/GRIA2/HPCA/OPN4/PDE1B/INHA/CPNE5/PCSK2/FLRT1/VGF/KCNC1/SYT5/AKAP12/EPHB2/KCNK1/DAB2IP/TTLL7/ANXA3/ASCL1/ACVRL1/RTN1/PMM2/TRPM2/SLC6A3/AZIN2/ADCY10/KCNN3/HCN3/PSEN2/CNGA3/SCN1A/SNCA/GLRA3/SRD5A1/CRHBP/CPLX2/TTBK1/CRH/HMCN2/CACNA1B/CYP17A1/FEZ1/CNKSR2/ADRA2A/GPM6A/GFRA1/GRIA4/THY1/UCHL1/PDE1C/SEPTIN14/GRIA1/ADCY8/GRIP1/KIF5A/SST/LRP8/DPYSL5/NCF1/SV2A/IGF2BP1/GIP/AGRP/S100B/CYGB/ELAVL4/PRKAA2/KNCN/ADORA1/UCN/GRIK2/CYBB/NGB/RET/NSMF/KCNC2/TMEM100/RIC3/PNOC/KIF5C/CX3CR1/CPLX1/RAC3/KISS1/ENC1/SYNPO/GAP43/NEGR1/SNCG/SPTBN2/CNTNAP2/SEZ6L2/PCSK1/CDK5R1/ATOH7/TH/NQO1/CHRM2/DDN/AMIGO1/CNTN2/KCND2/RTN4RL1/GABRA5/RTN4RL2/GABRD/P2RX2/KLHL17/CNR2/LRRK2/S100A5/MME/TRPV1/CACNA1E/ARC/GJC2/L1CAM/BMPR2/BGLAP/OMP/TUBB3",170
"GO:0016323","basolateral plasma membrane","97/4983","249/19886",8.04396836799569e-07,2.31934421277209e-05,1.72521953155697e-05,"SLC4A1/SLC6A13/CD44/ANK1/CASR/TFRC/CA12/CDH17/AURKA/SLC4A11/DSP/SLC16A8/PDGFB/MLC1/SPEF1/VSIG1/NDRG4/SLC7A5/AQP9/CEACAM5/ATP6V0A4/CA9/ABCC3/SLC16A6/SLC2A9/LIN7A/SLC6A12/SLCO1B3/NEDD9/LEPR/SLC2A1/SLC8A2/SLC16A7/EPCAM/TEK/LDLR/RHBG/SLCO1B1/SLCO2B1/SLC5A6/SLC39A8/SLC39A5/RHCG/ABCA8/SLC14A1/SLC16A3/ATP1B1/AQP10/SLC26A1/NKD2/ST14/SLC22A8/ADRA2A/KCNJ16/PROM2/SLC16A1/SLC7A7/ADCY8/SLC13A3/PTH1R/CD300LG/PLPP3/PDPN/TGFA/ADORA1/CLDN19/SLC29A4/TSHR/KCNC2/LPO/KCNJ4/P2RY1/CDH2/P2RY6/AQP4/SLC19A1/SLCO4C1/MUC20/KCNJ10/ERBB4/SLC9A4/SCRIB/CADM1/CALHM3/SLC51B/P2RY4/SLC38A3/LRRK2/AJAP1/C5AR1/STK39/SLC5A3/ALPK2/SLC26A6/AQP1/AQP7B/GPIHBP1",97
"GO:0008076","voltage-gated potassium channel complex","40/4983","79/19886",8.72990237804307e-07,2.41643697824232e-05,1.79744095278445e-05,"KCNG1/KCNH2/KCNAB2/KCNQ2/KCNK2/KCNH4/HCN2/KCNN4/KCNA7/KCNN1/KCNJ5/KCNJ8/KCNC1/KCNA5/DPP6/KCNK1/KCNA10/HCN3/KCNJ16/KCNJ6/KCNF1/HCN1/KCNV1/KCNC2/KCNJ4/KCNV2/KCNAB1/KCNMB3/CNTNAP2/DPP10/KCNG2/KCNE1/KCNIP1/KCNA4/KCNQ3/KCND2/LRRC26/KCNQ5/KCNMB2/SLC5A3",40
"GO:0098984","neuron to neuron synapse","130/4983","362/19886",2.35958486233187e-06,6.28012586436021e-05,4.67140484890804e-05,"ARHGAP44/CDKL5/MAPK8IP2/SYT7/HOMER3/PSD/SYT1/CAMK2A/CACNG5/PAK3/ACTN2/ITGA8/IGSF9B/AURKA/NOS1/RAPGEF4/NEFH/SLC8A3/NTSR1/SYNDIG1/RS1/DRP2/CALB1/ATP1A3/GRIN2D/CACNG7/GRIK5/SLC1A1/NEURL1/RGS9/P2RX3/NECTIN1/CALCA/LIN7A/DBN1/SLC30A3/SPTBN1/GRIN3B/OPRD1/DLGAP3/SLC8A2/AKAP7/SLC16A7/GRIA2/IQSEC3/FLRT3/PRKCG/LRRC4/ATP1B2/C1QL1/PRR7/LRRC4B/DCLK1/EPHB2/ADGRB3/PAK6/RTN1/SH3GL3/C1QL2/IGSF11/NTRK2/GRIK4/CNKSR2/ADRA2A/DLG5/PTPRO/GRID2/SPOCK1/GRIA4/PTPRD/GRIA1/ADCY8/GRIP1/SORCS3/SYN2/FAM81A/DGKI/CLSTN2/RUSC1/GRIN2C/TAMALIN/GNG3/CAMK2N1/ADORA1/GRIK2/FABP5/GPER1/NSMF/NETO1/SAMD14/CHRM1/GSG1L/RGS14/P2RY1/CDH2/NETO2/SYNPO/GAP43/SYT12/LRFN4/BNIP3/CDK5R1/GRIN1/SLITRK1/ERBB4/SCRIB/CHRM2/ADGRB1/GRID1/CADM1/GRIN2A/SEMA4B/DCC/KLHL17/INSYN2A/SH2D5/PTPRT/DAPK1/SCN8A/ADGRA1/ARC/GRM3/BMPR2/INSYN2B/INSYN1/CPEB1/GRID2IP/SHISA8/SHANK3/SRCIN1",130
"GO:0034705","potassium channel complex","43/4983","90/19886",2.55457000229409e-06,6.54726830217596e-05,4.87011591080627e-05,"KCNG1/KCNH2/KCNAB2/KCNQ2/KCNK2/KCNH4/HCN2/KCNN4/KCNA7/KCNN1/GRIK5/KCNJ5/KCNJ8/KCNC1/KCNA5/DPP6/KCNK1/KCNA10/HCN3/GRIK4/KCNJ16/KCNJ6/KCNF1/GRIK2/HCN1/KCNV1/KCNC2/KCNJ4/KCNV2/KCNAB1/KCNMB3/CNTNAP2/DPP10/KCNG2/KCNE1/KCNIP1/KCNA4/KCNQ3/KCND2/LRRC26/KCNQ5/KCNMB2/SLC5A3",43
"GO:0099634","postsynaptic specialization membrane","54/4983","122/19886",2.8473037518451e-06,7.03690784384574e-05,5.23432907764004e-05,"CDH10/CACNG5/ACTN2/ITGA8/P2RX6/SYNDIG1/GRIN2D/CACNG7/GRIK5/RGS9/GABRA4/LIN7A/GRIN3B/OPRD1/SLC16A7/GRIA2/LRRC4/PRR7/LRRC4B/ADGRB3/CHRND/CHRNA1/GRIK4/CNKSR2/ADRA2A/PTPRO/GRID2/GRIA4/GRIA1/SORCS3/CLSTN2/CHRNB2/GRIN2C/LRRTM1/GABRB1/GRIK2/NETO1/CHRM1/GSG1L/CHRNB1/NETO2/LRFN4/SLITRK1/ERBB4/SCRIB/GRID1/GRIN2A/KCND2/SEMA4B/GABRA5/DCC/PTPRT/SCN8A/ARC",54
"GO:0005930","axoneme","68/4983","165/19886",3.62868316965034e-06,8.65878880482081e-05,6.44074798533218e-05,"DNAH9/SPAG6/CFAP61/TEKT2/SPEF1/RP1/TUBB4A/RSPH6A/ODAD1/RSPH4A/PACRG/ARL6/DNAH6/KIF17/CENPF/DNAI7/DNAI1/TEKT3/SPAG8/TTLL8/CCDC65/CFAP74/DCDC2/SPATA4/ENKUR/DNAI4/DNAAF1/CFAP210/CFAP161/CFAP107/HYDIN/DRC1/RSPH1/DNAI3/TEKT4/CFAP141/EFHB/CFAP100/CFAP52/TUBA1A/TEKT1/ODAD2/ARL13B/DNAI2/CFAP46/DRC3/CFAP53/RSPH9/DNAH12/CFAP276/CFAP91/AKAP14/CFAP73/CFAP144/DNAJB13/DYNLT4/CFAP77/SAXO2/KIF19/DNAH10/CFAP43/ODAD3/ODAD4/CFAP45/GNAT3/CIMIP2B/CFAP90/CFAP206",68
"GO:0000940","outer kinetochore","15/4983","20/19886",3.88472903653073e-06,8.96077497759755e-05,6.66537718899483e-05,"SPDL1/NDC80/CENPF/ZWINT/CCNB1/KNL1/NUF2/DSN1/SPC25/SKA1/BUB1B/SPC24/SKA3/PLK1/BUB1",15
"GO:0097014","ciliary plasm","68/4983","166/19886",4.65431306210943e-06,0.000103896278676765,7.72821421857899e-05,"DNAH9/SPAG6/CFAP61/TEKT2/SPEF1/RP1/TUBB4A/RSPH6A/ODAD1/RSPH4A/PACRG/ARL6/DNAH6/KIF17/CENPF/DNAI7/DNAI1/TEKT3/SPAG8/TTLL8/CCDC65/CFAP74/DCDC2/SPATA4/ENKUR/DNAI4/DNAAF1/CFAP210/CFAP161/CFAP107/HYDIN/DRC1/RSPH1/DNAI3/TEKT4/CFAP141/EFHB/CFAP100/CFAP52/TUBA1A/TEKT1/ODAD2/ARL13B/DNAI2/CFAP46/DRC3/CFAP53/RSPH9/DNAH12/CFAP276/CFAP91/AKAP14/CFAP73/CFAP144/DNAJB13/DYNLT4/CFAP77/SAXO2/KIF19/DNAH10/CFAP43/ODAD3/ODAD4/CFAP45/GNAT3/CIMIP2B/CFAP90/CFAP206",68
"GO:0042734","presynaptic membrane","67/4983","165/19886",7.74309470528623e-06,0.000167444423001815,0.000124551753647532,"SYT7/CDH10/SYT1/ADAM11/RIMS1/OPRK1/RIMS4/SLC1A6/GRIN2D/GRIK5/STX1A/DNM1/RGS9/P2RX1/SLC6A4/NECTIN1/SLC5A7/OPRD1/CNR1/PCDH17/KCNJ8/KCNC1/UNC13A/LRRC4B/SLC6A11/EPHB2/CNTN6/STX11/PCDH8/FXYD6/UNC13C/SLC6A3/PSEN2/GABRR1/CHRNA6/GRIK4/ADRA2A/GPM6A/GPR158/CNTNAP4/PTPRD/GRIA1/ADCY8/CHRNB2/NTNG1/GABRB1/ADORA1/GRIK2/IL31RA/HCN1/GPER1/KCNC2/CHRM1/P2RY1/RIMS2/ERBB4/KCTD12/SCRIB/CHRM2/GRIN2A/KCTD16/KCNQ5/GABRA5/PDE2A/P2RY4/SCN8A/GRM3",67
"GO:0030017","sarcomere","83/4983","216/19886",8.94754944922676e-06,0.000179162494736642,0.000133268116711618,"SLC4A1/ANK1/MYOM2/FERMT2/ENO1/ACTN2/NEBL/CACNA1S/REM1/SMPX/MYH7/PSMA6/MYL9/TNNC2/TNNT1/PDLIM1/MYH1/CRYAB/FHL5/KAT2B/TNNC1/SPTBN1/FHL2/ACTL8/SLC2A1/TNNT2/CASQ2/PDLIM2/LDB3/MYH2/TNNI3/KCNA5/TNNT3/TNNI2/SYNE1/PDLIM4/MYH8/MYO18B/TMOD1/TRIM54/MYPN/UNC45B/MYOM3/PSEN2/SCN1A/ANKRD1/PAK1/JPH2/ALDOA/ADPRHL1/PGM5/FBXO32/MYL3/SYNC/NEXN/XIRP2/ANKRD23/LMOD3/LMOD1/MYOZ3/CFL2/SCN3B/SYNPO2L/KRT8/KRT19/SYNPO/SYNPO2/DES/C10orf71/MYOZ1/KCNE1/CAV3/NEB/SCN5A/SCN8A/MYH6/NRAP/STYXL2/SMTNL1/PVALEF/KLHL41/MYZAP/MYH4",83
"GO:0031514","motile cilium","100/4983","271/19886",9.03785954007203e-06,0.000179162494736642,0.000133268116711618,"DNAH9/SPAG4/SPAG6/CFAP61/SLC26A3/TEKT2/RSPH14/SPEF1/KLC3/RSPH6A/IL4I1/AK1/SEPTIN4/CCDC34/RSPH4A/PACRG/HAVCR1/DNAH6/CCDC181/ADGB/CFAP58/DNAI1/DAW1/TCP11/TEKT3/SSX1/TTLL9/IQCA1/CATSPERB/TTC29/TTLL8/CCDC65/AK7/SORD/SEPTIN12/SPACA3/CFAP74/ATP1B1/ADCY10/HSPD1/SLC22A14/ROPN1L/TCTE1/ENKUR/DNAI4/TEKT5/CABYR/FLACC1/C2CD6/CFAP161/RPGR/LYZL4/DRC1/DRC7/ACE/RSPH1/SPATC1L/TEKT4/CFAP100/DEFB1/SPMIP6/CFAP47/SPMIP5/CFAP52/TEKT1/ARL13B/CD52/CT55/DYDC1/DNAI2/DRC3/RSPH9/GARIN2/CATSPERD/CIMAP1A/CFAP65/CABCOCO1/CFAP91/MORN5/DNAH14/CFAP73/TMEM262/DNAJB13/CIMIP2A/ENO4/DYNLT4/SAXO2/FSIP2/CATSPER4/DNAH10/CFAP43/OXCT2/ODAD4/CFAP45/DCDC2C/SLC26A6/TAS2R43/SPMIP11/TMEM249/CFAP206",100
