"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099086","synaptonemal structure","20/4983","40/19886",0.000583527490869871,0.00538401364909268,0.00400484130575954,"BRCA1/RAD51/STAG3/SMC1B/TEX11/BRCA2/P3H4/HORMAD1/INCENP/SYCE2/PLK1/HORMAD2/FAM9B/RNF212/C14orf39/FAM9C/SYCP2/BLM/SYCE1L/SYCE3",20
"GO:0005604","basement membrane","37/4983","90/19886",0.000591352397783347,0.00538441920086942,0.00400514297113652,"TNC/LAMC3/ENTPD2/COL17A1/NTN4/FBLN1/COL4A4/ACHE/P3H2/TIMP3/TIMP1/APLP1/THBS4/COL7A1/LOXL1/COL5A1/ITGB4/LOXL2/TINAG/FRAS1/COL2A1/ADAMTS1/LAD1/NPNT/COL4A3/LAMB2/MMRN2/COL18A1/FREM3/EFNA5/THBS2/AMTN/VWC2/LAMB3/SPN/SMOC1/COL28A1",37
"GO:0072562","blood microparticle","54/4983","144/19886",0.000612308067190507,0.00543427370183544,0.00404222671158736,"SLC4A1/PON1/CP/TFRC/CD5L/AFM/TF/AMBP/ENG/HPX/APOA4/KNG1/HRG/BCHE/CFHR3/SLC2A1/APOA1/PZP/APCS/AGT/CIB2/TMPRSS13/FCN3/OAZ3/AHSG/GC/STOM/SERPING1/APOA2/C1QC/ACTG2/ALB/KRT1/ANGPTL4/FGG/FGA/FGB/HSPA6/C1QB/A2M/C8G/CPN2/F2/PROS1/HBA2/POTEF/PRSS1/HBA1/HBD/ORM2/ORM1/CFB/HBB/ZNF559-ZNF177",54
"GO:0044853","plasma membrane raft","44/4983","112/19886",0.000613970657140502,0.00543427370183544,0.00404222671158736,"SELE/ATP1A2/EHD2/CDH1/ADCYAP1R1/SORBS1/MLC1/HCK/CAV2/CAV1/MS4A4A/SELPLG/ADTRP/SLC2A1/ADRA1A/KIF18A/PTGIS/CDH15/KCNA5/TEX101/CD36/CDH13/PLPP2/SLC6A3/ADCY8/MS4A1/LRP8/CHRNB2/TGFBR2/DLC1/CAVIN2/CDH2/MAL/CAVIN1/CAV3/SCN5A/EFNA5/KCND2/ASAH2/LRRK2/BMPR2/CD177/FXYD1/LYPD4",44
"GO:0005901","caveola","34/4983","81/19886",0.000620386737637283,0.00543427370183544,0.00404222671158736,"SELE/ATP1A2/EHD2/CDH1/ADCYAP1R1/SORBS1/MLC1/HCK/CAV2/CAV1/ADTRP/SLC2A1/ADRA1A/KIF18A/PTGIS/CDH15/KCNA5/CD36/CDH13/PLPP2/SLC6A3/ADCY8/LRP8/TGFBR2/DLC1/CAVIN2/CAVIN1/CAV3/SCN5A/EFNA5/ASAH2/LRRK2/BMPR2/FXYD1",34
"GO:0098978","glutamatergic synapse","131/4983","407/19886",0.000648127628223974,0.00560630398413737,0.00417018960791478,"ARHGAP44/CDKL5/CDH1/CDH10/HOMER3/SYT1/PFN2/SPTB/SEMA3A/CACNG5/PAK3/ACTN2/ITGA8/AURKA/P2RX6/DRP2/CBLN1/CALB1/PLAT/SLC1A6/GRIN2D/CACNG7/NPTX2/DNM1/SH3GL2/RGS9/P2RX1/PPM1H/DBN1/SLC30A3/SPTBN1/TNR/DLGAP3/FBXO2/FILIP1/CNR1/SLC16A7/PCDH17/KCNJ8/HPCA/SRGN/FLRT3/VGF/LRRC4/CALY/C1QL1/PRR7/LRRC4B/BCAN/WASF3/EPHB2/ADGRB3/EPHA7/PCDH8/FXYD6/ITPKA/SH3GL3/CBLN2/C1QL2/CPLX2/GABRR1/ARHGAP39/DOC2A/CNKSR2/ADGRL3/ADRA2A/GPM6A/DLG5/PTPRO/GRID2/SPARCL1/PTPRD/WNT3A/WNT7A/EPHB1/GRIA1/ADCY8/SORCS3/SYN2/FAM81A/CLSTN2/SV2A/GRIN2C/TAMALIN/ELAVL4/NTNG1/ABHD6/CAMKV/GRIK2/HCN1/NETO1/CHRM1/CPLX1/ACTBL2/GSG1L/RGS14/RAC3/P2RY1/NETO2/NPTX1/ABLIM3/LRFN4/SPTBN2/FZD4/SLITRK1/ERBB4/SCRIB/CHRM2/CACNB4/GRID1/GRIN2A/KCND2/SEMA4B/NRG3/SLITRK2/P2RY4/KLHL17/FZD9/LRRK2/IL1RAPL2/PTPRT/DAPK1/SCN8A/SLC6A17/ADGRA1/ARC/GRM3/ARHGEF15/GRID2IP/ITGB3/SRCIN1",131
"GO:0005891","voltage-gated calcium channel complex","25/4983","55/19886",0.000792805080256709,0.00672816651303807,0.00500467512150231,"CACNA1G/SCN4A/CACNA2D2/CACNA1S/CACNA1I/CACNG7/CACNG1/CACNG6/CATSPERB/SCN7A/SCN1A/CACNA1B/SCN3A/C2CD6/CACHD1/CACNB3/CATSPERD/CACNB4/SCN5A/STAC3/TMEM262/CATSPER4/SCN8A/CACNA1E/TMEM249",25
"GO:0019897","extrinsic component of plasma membrane","48/4983","126/19886",0.000801351259355319,0.00672816651303807,0.00500467512150231,"FGR/CDH1/CDH10/CDH3/CTNNA2/KCNAB2/CDH19/FERMT2/CDH17/CDH7/PTK6/HCK/CDH20/JAK3/CDH23/GNB3/GNAT1/FBXO2/SRMS/GNG13/GNG11/GNGT1/CDHR3/CDH15/BLK/CDH24/CDH13/STAC/CDH18/CNKSR2/CDH12/GNAQ/ESYT3/CARMIL2/GNG3/DCHS1/GNGT2/GNG4/PCSK9/KCNAB1/CDH2/GRAMD2A/GNG7/CDH5/SCRIB/STAC3/CNR2/GNAT3",48
"GO:0005859","muscle myosin complex","10/4983","15/19886",0.000806991070205433,0.00672816651303807,0.00500467512150231,"MYH7/MYL9/MYH1/MYH2/MYH8/MYH11/MYL3/MYL6B/MYH6/MYH4",10
"GO:0032432","actin filament bundle","33/4983","79/19886",0.000820126797522205,0.00675628266530198,0.00502558902241051,"LIMCH1/MYLK/FERMT2/NEBL/MYH7/SORBS1/MYL9/PDLIM1/CRYAB/ACTL8/TEK/PDLIM2/LDB3/VIL1/PDLIM4/MYH10/LCP1/SEPTIN12/PGM5/SHROOM4/XIRP2/MST1R/MICALL2/FAM107A/SYNPO/SYNPO2/ABLIM3/RFLNA/ZNF664-RFLNA/RFLNB/ROR1/MYH6/GAS2L2",33
"GO:0048787","presynaptic active zone membrane","16/4983","30/19886",0.000833918912950038,0.00678908103248737,0.00504998573910302,"CDH10/GRIN2D/STX1A/P2RX1/NECTIN1/KCNJ8/STX11/ADRA2A/GPM6A/GRIA1/NTNG1/GABRB1/HCN1/P2RY1/P2RY4/SCN8A",16
"GO:0005874","microtubule","147/4983","467/19886",0.000913948712185306,0.00735409893990967,0.00547026830181903,"FKBP4/DNAH9/ASPM/EML1/KIF26A/REEP1/KCNAB2/POLB/GTSE1/TUBA3D/SPAG5/DCX/SPAG6/KIF22/KIF3C/AURKA/TPX2/BIRC5/KIF4A/TEKT2/DPYSL2/TUBB1/SPEF1/MEFV/RP1/TUBB4A/KLC3/FSD1/DNM1/CDK5RAP3/PACRG/KIF20A/ARL6/DNAH6/KIF17/CCDC181/STMN1/NEK2/KIF14/KIF18A/DNAI1/KIF25/TEKT3/TUBA4A/KNSTRN/KIF1C/KIF1A/TTLL9/TUBG1/PSRC1/HOOK1/CKAP2/KIF12/SPAG8/TUBB2A/TUBB2B/ATAT1/FHDC1/KIF23/LRRC49/TTLL7/TRIM54/KIF11/KIF20B/CENPE/TTLL8/KIF2C/CRHBP/DCDC2/ARHGAP18/CCT6A/INCENP/FEZ1/CCT5/ENKUR/TUBA3E/JAKMIP1/CFAP210/SKA1/KIF5A/CFAP161/CFAP107/RADIL/TPPP3/RUSC1/RACGAP1/KIF26B/TEKT4/CFAP141/CCT3/EFHB/KIF15/KIF6/CHMP4C/MID1IP1/SKA3/CFAP52/PLK1/TUBA1A/KIFC2/TEKT1/HID1/KIF5C/DYNLRB2/RGS14/CDK1/TTLL6/DCDC1/TPPP/MAP6/DNAI2/CFAP53/SAA1/ZWILCH/DNAH12/TUBB6/NCKAP5/TUBAL3/AURKB/CFAP276/MX2/KNTC1/DYNLT2/DNAH14/KIF18B/CFAP144/CFAP77/SAXO2/TOGARAM2/KIF19/DNAH10/MAP1LC3C/TUBA3C/PRC1/MAP10/CFAP45/DCDC2C/CIMIP2B/DCDC2B/KIF4B/KIFC1/TUBA4B/TUBB3/TUBB8/GAS2L2/CFAP206/TBCE",147
"GO:0031528","microvillus membrane","17/4983","33/19886",0.000968567672189123,0.00770400953051578,0.0057305455741135,"PROM1/DPEP1/CDHR2/CEACAM1/PTPRH/CDHR5/SLC7A5/CA9/PODXL/SLC38A4/SLC7A11/PROM2/PDPN/S100P/AMN/MUC20/ITGB3",17
"GO:0030667","secretory granule membrane","103/4983","314/19886",0.00115509654404683,0.00908325918727731,0.00675648576601553,"ICA1/ITGAL/TYROBP/CLCA1/SLC11A1/CD44/ZPBP/SLC2A3/SYT1/KCNAB2/LAMP3/CEACAM1/PKP1/CEACAM6/DSP/SLC17A9/SIRPB1/SCG3/CD33/CAV2/CAV1/P2RX1/BST1/PHACTR2/CHRNB4/PLAU/HVCN1/ADGRE5/NCKAP1L/CEACAM8/TEKT3/CD93/PTPRB/CD68/SLC44A2/SYT5/ATP8B3/KIF1A/TEX101/ADGRE3/DSG1/DSC1/CD36/CKAP4/CUZD1/GPR84/SPACA3/TRPM2/SLC2A5/CD53/SYT2/ABCA12/SNCA/FRMPD3/STOM/MS4A3/ADAM8/SLC30A2/FCER1G/ATAD3B/FCGR3B/DCST2/DCST1/CXCR1/NFASC/FABP5/TMEM184A/CYBB/SLC18A2/CLEC4D/CA4/LAIR1/RAB26/ABCA3/GP2/PCDH7/FPR2/FPR1/CLEC12A/OLR1/SLCO4C1/SELP/ZG16/CXCR2/CFAP65/IZUMO1/MCEMP1/FCAR/DMBT1/SERPINA5/MME/C5AR1/SIRPA/LILRB3/CD177/VAMP2/NFAM1/SERPINB10/SIGLEC14/RAB44/MGAM/ITGB3/PECAM1",103
"GO:0032994","protein-lipid complex","19/4983","39/19886",0.00119102481329848,0.00915706016144323,0.00681138183593815,"PON1/MSR1/APOB/CETP/LSR/APOA4/APOC3/PCYOX1/APOA1/LDLR/APOC1/SAA2/SAA4/APOA2/SAA1/APOF/LPL/APOBR/LPA",19
"GO:0071162","CMG complex","8/4983","11/19886",0.00120417987672158,0.00915706016144323,0.00681138183593815,"MCM2/MCM6/CDC45/GINS1/MCM4/GINS2/GINS4/MCM7",8
"GO:0098966","perisynaptic extracellular matrix","8/4983","11/19886",0.00120417987672158,0.00915706016144323,0.00681138183593815,"VCAN/TNC/PTPRZ1/TNR/NCAN/BCAN/HAPLN3/ACAN",8
"GO:0098686","hippocampal mossy fiber to CA3 synapse","20/4983","42/19886",0.00127745461872353,0.00960868039300739,0.00714731474320142,"SYT7/SYT1/RAPGEF4/CALB1/GRIN2D/GRIK5/P2RX3/NECTIN1/CALCA/SLC30A3/AKAP7/SLC16A7/EPHB2/C1QL2/GRIK4/PTPRD/ADCY8/GRIK2/GPER1/SYT12",20
"GO:0000775","chromosome, centromeric region","86/4983","258/19886",0.00166858212935544,0.012285865084814,0.00913871011024343,"FIRRM/NCAPD2/SPDL1/STAG3/SPAG5/SMC1B/KIF22/NDC80/AURKA/BIRC5/CENPM/RASSF2/CENPI/OIP5/EZH2/NCAPG/TTK/KAT2B/CENPA/CDC20/NEK2/CENPF/HELLS/CENPL/KIF18A/CBX3/ZWINT/CENPK/HJURP/H2BC11/KNSTRN/SGO1/TOP2A/CCNB1/CDCA8/DSCC1/KNL1/CENPO/CENPE/KIF2C/NUF2/PSEN2/CDCA5/INCENP/DSN1/CENPU/SPC25/SUV39H2/CENPH/SKA1/BUB1B/H4C8/MIS18A/SPC24/SGO2/MAD2L1/CHMP4C/SKA3/CENPN/PLK1/CDT1/BUB1/PKHD1/ESCO2/MTBP/ZWILCH/AURKB/KNTC1/ERCC6L/H4C3/H4C11/H4C16/SPOUT1/CENPW/H4C15/H4C14/H4C12/H4C6/H4C13/H4C9/H4C5/H2AC8/H4C4/H2AC4/H4C1/H4C2",86
"GO:0005892","acetylcholine-gated channel complex","10/4983","16/19886",0.00166888918782155,0.012285865084814,0.00913871011024343,"CHRNA4/CHRNB4/CHRNA2/CHRND/CHRNA1/CHRNA6/CHRNB2/CHRNA5/CHRNB1/CHRNA9",10
"GO:0005922","connexin complex","12/4983","21/19886",0.00171426365505321,0.0124870573610192,0.00928836484566228,"GJB6/GJA3/GJA10/GJA1/GJB2/GJB1/GJA4/GJB3/GJB5/GJB4/GJC2/GJA5",12
"GO:0031594","neuromuscular junction","31/4983","76/19886",0.00184262498248358,0.0132822550820691,0.00987986421529024,"MUSK/ACHE/EFNA2/SLC8A3/SYNGR4/SLC5A7/DLGAP3/PDZRN3/SYNGR3/CDH15/UNC13A/POSTN/CHRND/SERPINE2/CIB2/UNC13C/CHRNA1/PSEN2/SPOCK1/UTRN/GRIA1/SV2A/SYNC/TUBA1A/CHRNB1/LAMB2/DES/CDK5R1/ERBB4/CAV3/NEFL",31
"GO:0098878","neurotransmitter receptor complex","21/4983","46/19886",0.0019006237785322,0.0135590892241678,0.0100857843483694,"CACNG5/GRIN2D/CACNG7/GRIK5/GRIN3B/OLFM3/GRIA2/HTR3B/GRIK4/GRID2/GRIA4/GRIA1/GRIN2C/ABHD6/GRIK2/HTR3A/GRIN1/HTR3C/GRIN2A/VWC2/SHISA8",21
"GO:0005903","brush border","41/4983","108/19886",0.00200008489788171,0.0141084868097234,0.0104944479007526,"USH1C/SCIN/SLC7A9/SLC9A3/CYBRD1/CDHR2/SLC15A1/SI/SLC26A4/SLC26A3/CDHR5/ATP6V0A4/ABCG2/VIL1/SLC34A1/CD36/KCNK1/SLC28A2/SLC5A6/SLC17A4/CLTRN/SLC7A11/TMPRSS15/SLC28A1/ACE/SLC2A2/SLC6A18/AMN/CA4/MYO7B/SLC19A1/ANKS4B/ITLN1/ESPN/LCTL/MME/SLC28A3/SLC34A3/SCART1/SLC26A6/AQP1",41
"GO:0005921","gap junction","16/4983","32/19886",0.00203879867192535,0.0141084868097234,0.0104944479007526,"PANX2/DBN1/GJB6/GJA3/DSC1/GJA10/GJA1/PANX3/GJB2/GJB1/GJA4/GJB3/GJB5/GJB4/GJC2/GJA5",16
"GO:0044298","cell body membrane","16/4983","32/19886",0.00203879867192535,0.0141084868097234,0.0104944479007526,"ATP1A3/HPCA/FLRT1/KCNC1/ATP1B2/DAB2IP/SLC6A3/THY1/GRIA1/ADCY8/KCNC2/CX3CR1/P2RY12/AMIGO1/KCND2/GABRA5",16
"GO:0001518","voltage-gated sodium channel complex","9/4983","14/19886",0.00218429525156047,0.014965666476038,0.0111320518813243,"SCN4A/SCN7A/SCN1A/SCN2B/SCN3A/SCN3B/SCN4B/SCN5A/SCN8A",9
"GO:0030018","Z disc","48/4983","132/19886",0.00249415690096959,0.0169211428967741,0.0125866122247072,"SLC4A1/ANK1/ACTN2/NEBL/MYH7/MYL9/PDLIM1/CRYAB/FHL5/FHL2/SLC2A1/CASQ2/PDLIM2/LDB3/KCNA5/PDLIM4/MYO18B/TRIM54/MYPN/UNC45B/PSEN2/SCN1A/PAK1/JPH2/PGM5/FBXO32/SYNC/NEXN/XIRP2/MYOZ3/CFL2/SCN3B/SYNPO2L/KRT8/KRT19/SYNPO/SYNPO2/DES/C10orf71/MYOZ1/KCNE1/CAV3/NEB/SCN5A/SCN8A/MYH6/NRAP/MYZAP",48
"GO:0005875","microtubule associated complex","55/4983","156/19886",0.00280972204266224,0.0185704124785842,0.0138134038667899,"DNAH9/EML1/DCX/KIF22/KIF3C/AURKA/BIRC5/KIF4A/MEFV/RP1/KLC3/ODAD1/KIF20A/DNAH6/KIF17/KIF14/DNAI7/KIF18A/DNAI1/KIF25/KIF1C/KIF1A/CDCA8/KIF12/KIF23/SPTBN5/TRIM54/KIF11/KIF20B/CCDC65/KIF2C/TTBK1/INCENP/DYNLT5/DNAI4/KIF5A/LRP8/DRC1/DNAI3/KIF15/KIF6/KIFC2/KIF5C/DYNLRB2/DNAI2/DNAH12/AURKB/DYNLT2/DNAH14/KIF18B/DYNLT4/KIF19/DNAH10/KIF4B/KIFC1",55
"GO:0042627","chylomicron","8/4983","12/19886",0.00281776489920714,0.0185704124785842,0.0138134038667899,"APOB/LSR/APOA4/APOC3/APOC1/APOA2/LPL/APOBR",8
"GO:0099535","synapse-associated extracellular matrix","8/4983","12/19886",0.00281776489920714,0.0185704124785842,0.0138134038667899,"VCAN/TNC/PTPRZ1/TNR/NCAN/BCAN/HAPLN3/ACAN",8
"GO:0000794","condensed nuclear chromosome","32/4983","81/19886",0.00288267323380798,0.0188189611112747,0.0139982841244499,"NCAPD2/BRCA1/RAD51/STAG3/SMC1B/NCAPG/NEK2/TEX11/NCAPH/TUBG1/BRCA2/P3H4/HORMAD1/NCAPG2/INCENP/CHEK1/RSPH1/SYCE2/SHOC1/CDX2/PLK1/HORMAD2/FAM9B/RNF212/C14orf39/RCC1/FAM9C/H2AX/SYCP2/BLM/SYCE1L/SYCE3",32
"GO:0005865","striated muscle thin filament","12/4983","22/19886",0.00291649378589556,0.0188618102788759,0.0140301570221636,"TNNC2/TNNT1/TNNC1/ACTL8/TNNT2/TNNI3/TNNT3/TNNI2/TMOD1/LMOD3/LMOD1/PVALEF",12
"GO:0044291","cell-cell contact zone","29/4983","72/19886",0.00317635818789914,0.0203522209817241,0.0151387831762445,"ATP1A2/DSG2/PKP2/DSP/MYH1/NECTIN1/SLC2A1/AHNAK/BAIAP2L2/KCNA5/ATP1B1/SCN1A/PAK1/GJA1/PGM5/JAM2/ANKRD23/JAM3/CDH2/DES/SCN4B/SCRIB/CAV3/SCN5A/PCDH9/AJAP1/NRAP/GJA5/FXYD1",29
"GO:0036126","sperm flagellum","57/4983","164/19886",0.003418019049391,0.0216997172676933,0.0161411039609097,"SPAG6/SLC26A3/RSPH6A/IL4I1/AK1/SEPTIN4/CCDC34/PACRG/CCDC181/CFAP58/TCP11/TEKT3/SSX1/CATSPERB/TTC29/TTLL8/SEPTIN12/SPACA3/CFAP74/ATP1B1/HSPD1/SLC22A14/TCTE1/ENKUR/TEKT5/CABYR/FLACC1/C2CD6/RPGR/LYZL4/ACE/RSPH1/SPATC1L/TEKT4/DEFB1/SPMIP6/CFAP47/CD52/CT55/DNAI2/DRC3/RSPH9/GARIN2/CATSPERD/CIMAP1A/CFAP65/CABCOCO1/MORN5/DNAJB13/ENO4/DYNLT4/SAXO2/FSIP2/CATSPER4/DCDC2C/SLC26A6/TMEM249",57
"GO:0072534","perineuronal net","7/4983","10/19886",0.00354779302506274,0.0221798773193601,0.0164982659098982,"VCAN/PTPRZ1/TNR/NCAN/BCAN/HAPLN3/ACAN",7
"GO:0043195","terminal bouton","20/4983","45/19886",0.00355775488793204,0.0221798773193601,0.0164982659098982,"CNGB1/CAD/NTSR1/CALB1/NMU/CALCA/UNC13A/UNC13C/CPLX2/NTRK2/ADORA1/PRSS12/GRIK2/SLC18A2/KCNC2/CPLX1/GRIN1/TH/SLC18A3/LRRK2",20
"GO:0042641","actomyosin","30/4983","76/19886",0.00388929751394463,0.0240303024968722,0.0178746850029974,"LIMCH1/MYLK/FERMT2/NEBL/MYH7/SORBS1/MYL9/PDLIM1/DBN1/KAT2B/ACTL8/TEK/PDLIM2/LDB3/PDLIM4/MYH10/LCP1/SEPTIN12/PGM5/SHROOM4/XIRP2/MST1R/MICALL2/FAM107A/SYNPO/SYNPO2/ABLIM3/ROR1/MYH6/GAS2L2",30
"GO:0070821","tertiary granule membrane","29/4983","73/19886",0.00402747180970444,0.0246638096665086,0.018345912575179,"SLC11A1/SLC2A3/KCNAB2/CEACAM1/CD33/CHRNB4/PLAU/CEACAM8/CD93/PTPRB/GPR84/TRPM2/CD53/FRMPD3/STOM/ADAM8/FCER1G/CYBB/CLEC4D/LAIR1/FPR2/CLEC12A/OLR1/MCEMP1/FCAR/SIRPA/CD177/SIGLEC14/MGAM",29
"GO:0001725","stress fiber","28/4983","70/19886",0.00416249569843343,0.0250473654201385,0.0186312164442466,"LIMCH1/MYLK/FERMT2/NEBL/MYH7/SORBS1/MYL9/PDLIM1/ACTL8/TEK/PDLIM2/LDB3/PDLIM4/MYH10/LCP1/SEPTIN12/PGM5/SHROOM4/XIRP2/MST1R/MICALL2/FAM107A/SYNPO/SYNPO2/ABLIM3/ROR1/MYH6/GAS2L2",28
"GO:0097517","contractile actin filament bundle","28/4983","70/19886",0.00416249569843343,0.0250473654201385,0.0186312164442466,"LIMCH1/MYLK/FERMT2/NEBL/MYH7/SORBS1/MYL9/PDLIM1/ACTL8/TEK/PDLIM2/LDB3/PDLIM4/MYH10/LCP1/SEPTIN12/PGM5/SHROOM4/XIRP2/MST1R/MICALL2/FAM107A/SYNPO/SYNPO2/ABLIM3/ROR1/MYH6/GAS2L2",28
"GO:0030673","axolemma","9/4983","15/19886",0.00425025152359302,0.0253549487441928,0.0188600090293737,"ANK1/EPB41L3/SPTBN1/KCNC1/THY1/ADORA1/KCNC2/CNTNAP2/ROBO2",9
"GO:0031045","dense core granule","17/4983","37/19886",0.00461388403664434,0.0270576928250668,0.0201265771090016,"SYT7/ADRB1/SYT1/CHGA/AVP/CALCA/OPRD1/SYT5/KIF1A/SYT2/CRHBP/ADAM8/SST/ADRB2/MYRIP/SCG2/P2RX2",17
"GO:0051233","spindle midzone","17/4983","37/19886",0.00461388403664434,0.0270576928250668,0.0201265771090016,"FIRRM/EML1/AURKA/CDC6/KIF14/KIF18A/CDCA8/KIF20B/CENPE/INCENP/RACGAP1/PLK1/AURKB/KIF18B/CCDC69/PRC1/MAP10",17
"GO:0032590","dendrite membrane","18/4983","40/19886",0.00473608736538791,0.0275409450155331,0.0204860391125581,"GABRA3/ITGA8/GABRE/GABRA4/GABRG2/OPRD1/HPCA/LAMP5/KCNC1/THY1/GRIA1/GPER1/KCNC2/DDN/GABRG3/GABRA5/TRPV1/SHISA8",18
"GO:0048786","presynaptic active zone","30/4983","77/19886",0.00486905458269086,0.0280782147601839,0.0208856814994371,"ARHGAP44/CDH10/RIMS1/RIMS4/GRIN2D/STX1A/P2RX1/NECTIN1/PPFIBP1/KCNJ8/GAD1/UNC13A/STX11/UNC13C/PPFIA4/ADRA2A/GPM6A/GRIA1/ADCY8/SV2A/BRSK1/NTNG1/GABRB1/ADORA1/HCN1/GPER1/P2RY1/RIMS2/P2RY4/SCN8A",30
"GO:0031261","DNA replication preinitiation complex","8/4983","13/19886",0.00572095136393642,0.0325492809529467,0.0242114365469896,"MCM2/MCM6/CDC45/GINS1/MCM4/GINS2/GINS4/MCM7",8
"GO:0032809","neuronal cell body membrane","14/4983","29/19886",0.00573845704661777,0.0325492809529467,0.0242114365469896,"ATP1A3/HPCA/FLRT1/KCNC1/DAB2IP/SLC6A3/THY1/GRIA1/ADCY8/KCNC2/CX3CR1/AMIGO1/KCND2/GABRA5",14
"GO:0035579","specific granule membrane","34/4983","91/19886",0.00614924443750169,0.0345957491930989,0.0257336801877477,"ITGAL/SLC2A3/KCNAB2/CEACAM1/CD33/P2RX1/BST1/CHRNB4/PLAU/HVCN1/CEACAM8/CD93/PTPRB/SLC44A2/CD36/CKAP4/GPR84/TRPM2/SLC2A5/CD53/STOM/MS4A3/ADAM8/CYBB/CLEC4D/LAIR1/FPR2/CLEC12A/OLR1/SLCO4C1/MCEMP1/FCAR/CD177/RAB44",34
"GO:0042383","sarcolemma","49/4983","141/19886",0.00630811534857596,0.0352033533968917,0.0261856401142075,"ATP1A2/ANK1/CACNA1S/REM1/NOS1/SLC8A3/SGCG/CACNG7/CAV2/CAV1/SGCA/CACNG1/SLC27A6/SLC2A1/SLC8A2/KCNJ8/AHNAK/CACNG6/POPDC3/CIB2/SLC2A5/ATP1B1/SCN1A/STAC/SCN2B/UTRN/PGM5/CCDC78/SYNC/COL6A3/CACNB3/KRT8/CDH2/KRT19/AQP4/SNTG2/DES/TRIM72/SYNM/CAV3/SCN5A/STAC3/PRKG1/AHNAK2/CLCN1/AQP1/ANXA8L1/ANXA8/FXYD1",49
"GO:0014704","intercalated disc","21/4983","50/19886",0.00638134560222095,0.0353271292538952,0.0262777094693562,"ATP1A2/DSG2/PKP2/DSP/MYH1/SLC2A1/KCNA5/ATP1B1/SCN1A/PAK1/GJA1/PGM5/ANKRD23/CDH2/DES/SCN4B/CAV3/SCN5A/NRAP/GJA5/FXYD1",21
"GO:0008328","ionotropic glutamate receptor complex","18/4983","41/19886",0.00649385648664839,0.0355133461493634,0.026416224927044,"CACNG5/GRIN2D/CACNG7/GRIK5/GRIN3B/OLFM3/GRIA2/GRIK4/GRID2/GRIA4/GRIA1/GRIN2C/ABHD6/GRIK2/GRIN1/GRIN2A/VWC2/SHISA8",18
"GO:0043083","synaptic cleft","11/4983","21/19886",0.00651762277596699,0.0355133461493634,0.026416224927044,"ACHE/CBLN1/SLC1A1/CDHR3/C1QL1/ADGRB3/C1QL2/PRSS12/NPTX1/LAMB2/GRIN1",11
"GO:0032421","stereocilium bundle","25/4983","63/19886",0.00738231749241969,0.039910653943394,0.0296871155739575,"USH1C/MYO3B/CDC14A/MYO3A/TRPA1/CALB1/CDH23/CLIC5/DOCK4/CIB2/MYO7A/ESPNL/DCDC2/TMC2/PCDH15/KNCN/TMC1/LOXHD1/RSPH9/FSCN2/ESPN/LHFPL5/PKHD1L1/CEACAM16/STRC",25
"GO:0034704","calcium channel complex","30/4983","79/19886",0.00745490683773033,0.0399906630365069,0.0297466294871492,"CACNA1G/SCN4A/CACNA2D2/TRPC5/CACNA1S/CACNA1I/CACNG7/PKD2L1/CACNG1/CASQ2/CACNG6/CATSPERB/SCN7A/SCN1A/CACNA1B/SCN3A/C2CD6/MICU3/CACHD1/CACNB3/CATSPERD/CACNB4/SCN5A/STAC3/TMEM262/CATSPER4/ATP2A1/SCN8A/CACNA1E/TMEM249",30
"GO:0032589","neuron projection membrane","24/4983","60/19886",0.00764068036197812,0.0406719293114527,0.0302533821620024,"GABRA3/ANK1/ITGA8/EPB41L3/GABRE/GABRA4/GABRG2/SPTBN1/OPRD1/HPCA/LAMP5/KCNC1/THY1/GRIA1/ADORA1/GPER1/KCNC2/CNTNAP2/DDN/GABRG3/ROBO2/GABRA5/TRPV1/SHISA8",24
"GO:0030057","desmosome","13/4983","27/19886",0.00789831360602315,0.040788306084836,0.0303399477874731,"DSG2/PKP2/PKP1/DSP/POF1B/DSG3/DSG1/DSC1/JAM3/CDH2/DSG4/PKP3/KAZN",13
"GO:0043186","P granule","13/4983","27/19886",0.00789831360602315,0.040788306084836,0.0303399477874731,"MOV10L1/TDRD1/PIWIL1/MAEL/DDX4/ASZ1/TDRD5/EXD1/TDRKH/PIWIL3/ANKRD34B/ANKRD34C/ANKRD34A",13
"GO:0045495","pole plasm","13/4983","27/19886",0.00789831360602315,0.040788306084836,0.0303399477874731,"MOV10L1/TDRD1/PIWIL1/MAEL/DDX4/ASZ1/TDRD5/EXD1/TDRKH/PIWIL3/ANKRD34B/ANKRD34C/ANKRD34A",13
"GO:0060293","germ plasm","13/4983","27/19886",0.00789831360602315,0.040788306084836,0.0303399477874731,"MOV10L1/TDRD1/PIWIL1/MAEL/DDX4/ASZ1/TDRD5/EXD1/TDRKH/PIWIL3/ANKRD34B/ANKRD34C/ANKRD34A",13
