"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0005253","monoatomic anion channel activity","40/4787","95/18496",0.000409333584451032,0.0049611230435465,0.00406317442249813,"CFTR/GABRA3/CLCA1/ANO2/GABRP/GABRE/SLC1A1/GABRA4/GABRR2/CLIC5/GABRG2/CLCN2/SLC1A4/GPR89A/BEST3/NMUR2/TTYH3/BEST4/GLRA3/ANO7/GABRR1/CLIC6/SLC1A7/KCNT2/GABRB1/TTYH1/CLIC3/LRRC8C/GABRG3/GABRR3/ANO9/GABRA5/CLCNKA/GABRD/CLCN1/GPR89B/CLDN4/SLC26A6/FXYD1/GABRQ",40
"GO:0019838","growth factor binding","53/4787","135/18496",0.000434332484982723,0.00521198981979267,0.00426863505303499,"FLT4/FSTL4/FGFR2/HYAL2/TGFBR3/EPHA8/LTBP4/PDGFB/CHRDL1/SRPX2/ENG/COL1A1/GHR/LIFR/IGFBP2/CCN2/TEK/COL5A1/ITGB4/KL/IL2RA/KLB/CD36/EPHA7/IL36RN/IGFBPL1/FGFBP2/LRRC32/COL2A1/ACVRL1/PCSK6/NTRK3/FURIN/CCN1/NKD2/IGFBP3/IGFBP1/NTRK2/CXCL13/FGFR4/TGFBR2/COL1A2/NLRP7/COL3A1/WFIKKN2/HAP1/NRROS/A2M/TSKU/SCN5A/BMPR2/ITGB3/TGFBR3L",53
"GO:0098632","cell-cell adhesion mediator activity","25/4787","52/18496",0.000468293284559331,0.00556442608711675,0.00455728139669194,"BAIAP2L1/DSG2/PKP2/IGSF9/DSP/PDLIM1/KRT18/EPCAM/CNTN6/TRIM29/MYPN/ESAM/ROBO4/NEXN/NTNG1/NFASC/JAM3/STXBP6/EMB/IZUMO1/CNTN2/PKP3/GLDN/SIRPA/PLXNB3",25
"GO:0030280","structural constituent of skin epidermis","19/4787","36/18496",0.000513238662045389,0.0060200599294509,0.00493044685901702,"PKP1/PI3/KRT36/KRT80/KRT1/SPRR1A/KRT78/KRT86/KRT75/KRT6C/KRT4/KRT72/KRT83/KRT6B/KRT79/KRT3/SPRR2E/KRT6A/KRT81",19
"GO:0004032","alditol:NADP+ 1-oxidoreductase activity","9/4787","12/18496",0.00051657279922681,0.0060200599294509,0.00493044685901702,"AKR1D1/AKR1C2/AKR1E2/AKR1C1/AKR1C3/AKR1B10/ADH4/AKR1C4/AKR1B15",9
"GO:0072341","modified amino acid binding","36/4787","84/18496",0.0005220284211166,0.00602569948946018,0.00493506567531783,"SCIN/SYT7/DPEP1/SYT13/CPS1/GRAMD1B/SYT1/GSDMB/NOX4/GPR143/RS1/ANXA13/FOLR3/HAVCR1/RPE65/SYT5/SYT6/SYTL2/SYT2/GSDMC/JPH2/CBS/LOC102724560/FTCD/CAVIN2/GAP43/SYT12/SLC19A1/TYMS/TRIM72/ADGRB1/GAS6/CD300LF/PLEKHN1/MME/SYT15",36
"GO:0070330","aromatase activity","15/4787","26/18496",0.000577771832751442,0.00660622133296932,0.00541051477939037,"CYP2C18/CYP2E1/CYP19A1/CYP2C9/CYP1A1/CYP1A2/CYP4B1/CYP3A7/CYP2C19/CYP4F11/CYP4F2/CYP4F8/CYP4F3/CYP2F1/CYP2A13",15
"GO:0005200","structural constituent of cytoskeleton","45/4787","112/18496",0.0006364853939479,0.00720953549032574,0.00590463085580786,"VIM/ANK1/CTNNA2/SPTB/TUBA3D/EPB41L3/KRT31/DSP/NEFH/TUBB1/TUBB4A/LMNB1/SPTBN1/SORBS3/TUBA4A/GFAP/TUBG1/TUBB2A/TUBB2B/INA/TUBA3E/EPB42/TUBA1A/ACTBL2/BFSP2/KRT19/KRT15/KRT9/KRT20/SPTBN2/DES/TUBB6/LMNB2/TUBAL3/SYNM/KRT6B/KRT16/KRT14/POTEF/TUBA3C/KRT6A/TUBA4B/TUBB3/TUBB8/NEFL",45
"GO:0048306","calcium-dependent protein binding","34/4787","79/18496",0.000672103225400033,0.00754249175171148,0.00617732301707828,"SYT1/NOS1/STMN2/CLEC4M/WFS1/TNNC1/CASQ2/MASP1/TNNI3/TNNT3/ANXA3/SLC24A4/S100A7/CPLX2/LRP8/S100B/S100A9/S100A12/S100P/NSMF/RAC3/SELP/A2M/S100A7A/DMBT1/S100A3/S100A16/SNTN/S100A4/S100A5/S100A2/CD177/VAMP2/PDCD6",34
"GO:0098631","cell adhesion mediator activity","29/4787","65/18496",0.000810530096321256,0.009012499786618,0.00738126393849295,"BAIAP2L1/DSG2/PKP2/IGSF9/DSP/PDLIM1/KRT18/EPCAM/CNTN6/TRIM29/ITGA11/MYPN/ITGA10/ESAM/ROBO4/NEXN/NTNG1/NFASC/ITGA2/JAM3/STXBP6/EMB/IZUMO1/CNTN2/PKP3/GLDN/SIRPA/PLXNB3/AGER",29
"GO:0042165","neurotransmitter binding","11/4787","17/18496",0.000854934199706318,0.00933495720760412,0.00764535751847376,"ACHE/CHRNA4/GRIN2D/GRIN3B/SLC6A11/CHRND/CHRNA1/CHRNB2/CHRNB1/GRIN1/NIPSNAP1",11
"GO:0047498","calcium-dependent phospholipase A2 activity","11/4787","17/18496",0.000854934199706318,0.00933495720760412,0.00764535751847376,"PLA2G10/PLA2G3/PLA2G4A/PLA2G2D/PLA2G5/PLA2G2F/PLA2G4D/PLA2G4F/PLA2G1B/PLA2G2C/PLA2G2A",11
"GO:0042923","neuropeptide binding","17/4787","32/18496",0.000911782681151532,0.00986679115674694,0.00808093109328848,"ADCYAP1R1/OPRK1/OPRM1/OPRD1/PRLHR/MCHR1/SSTR4/NMUR2/SSTR1/SSTR5/NPY5R/MC4R/GPR37/NMUR1/GALR2/CMKLR2/NPBWR1",17
"GO:0015294","solute:monoatomic cation symporter activity","46/4787","117/18496",0.000966800517615213,0.0103695772331826,0.00849271437457984,"SLC6A13/SLC6A7/SLC6A15/SLC15A1/SLC5A4/SLC1A6/SLC5A5/SLC1A1/SLC6A4/SLC2A9/SLC15A3/SLC6A12/SLC12A7/SLC5A7/SLC5A9/SLC12A4/SLC17A1/SLC6A8/SLC34A1/SLC6A11/SLC28A2/SLC5A6/SLC39A8/SLC38A4/SLC39A5/SLC13A5/SLC16A3/SLC6A3/SLC17A4/SLC39A4/SLC5A12/SLC16A1/SLC28A1/SLC13A3/SLC5A11/SLC1A7/SLC15A2/SLC45A2/SLC6A18/SLC18A2/MFSD2A/SLC38A3/SLC28A3/SLC34A3/SLC5A3/SLC12A8",46
"GO:0005044","scavenger receptor activity","15/4787","27/18496",0.000990260393716171,0.0103728985842537,0.00849543457091478,"MSR1/SCARF1/ENDOU/PRG4/ACKR4/CD36/STAB2/ENPP2/ACKR2/MEGF10/COLEC12/CXCL16/CD163/DMBT1/AGER",15
"GO:0008066","glutamate receptor activity","15/4787","27/18496",0.000990260393716171,0.0103728985842537,0.00849543457091478,"GRIN2D/GRIK5/GRIN3B/GRIA2/GRM4/GRIK4/GRID2/GRIA4/GRIA1/GRIN2C/GRIK2/GRIN1/GRID1/GRIN2A/GRM3",15
"GO:0015464","acetylcholine receptor activity","13/4787","22/18496",0.000992785673080391,0.0103728985842537,0.00849543457091478,"HRH3/CHRNA4/CHRNB4/CHRNA2/CHRNA1/CHRNA6/CHRNB2/CHRM1/CHRNA5/CHRNB1/CHRM4/CHRM2/CHRNG",13
"GO:0015144","carbohydrate transmembrane transporter activity","21/4787","43/18496",0.00101075046101664,0.0104703381089929,0.00857523782940793,"SLC2A3/ABCB11/SLC5A4/AQP9/SLC2A9/SLC2A1/SLC5A9/SLC2A5/AQP10/SLC5A11/SLC2A2/PPBP/SLC45A2/SLC50A1/SLC2A14/MFSD4A/AQP11/SLC5A3/SLC23A3/AQP1/AQP7B",21
"GO:0031005","filamin binding","10/4787","15/18496",0.0010626874884973,0.0108233381181405,0.00886434587928306,"NEBL/CEACAM1/PDLIM2/DPYSL4/MICALL2/SYNPO2/HSPB7/RFLNA/ZNF664-RFLNA/RFLNB",10
"GO:0099507","ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential","10/4787","15/18496",0.0010626874884973,0.0108233381181405,0.00886434587928306,"GRIN2D/GRIK5/GRIN3B/GABRR1/GRIK4/GRIA4/GRIA1/GABRB1/GRIK2/GABRA5",10
"GO:0004033","aldo-keto reductase (NADP) activity","16/4787","30/18496",0.00121686551571008,0.0122903417086718,0.0100658261518825,"KCNAB2/MIOX/ALDH3A1/RDH10/AKR1D1/AKR1C2/CBR1/AKR7A3/AKR1E2/KCNAB1/AKR1C1/AKR1C3/AKR1B10/ADH4/AKR1C4/AKR1B15",16
"GO:0005245","voltage-gated calcium channel activity","24/4787","52/18496",0.00125089312085583,0.0125296071279113,0.0102617852367729,"CACNA1G/SCN4A/CACNA2D2/CACNG5/CACNA1S/CACNA1I/CACNG7/CACNG1/OPRM1/CACNG6/SCN7A/SCN1A/CACNA1B/TMC2/SCN3A/CACHD1/TMC1/CACNB3/CACNB4/SCN5A/CATSPER4/TRPV1/SCN8A/CACNA1E",24
"GO:0071837","HMG box domain binding","9/4787","13/18496",0.0012920362621806,0.0127718058669195,0.0104601467192158,"MEOX1/PAX6/ALX4/DLX5/EGR2/PAX3/HOXC4/POU3F3/OLIG2",9
"GO:0036122","BMP binding","12/4787","20/18496",0.00129614861520717,0.0127718058669195,0.0104601467192158,"CHRDL2/CHRD/CHRDL1/COMP/ENG/SCUBE3/CER1/GREM1/SOST/HJV/SOSTDC1/BMPR2",12
"GO:0008046","axon guidance receptor activity","8/4787","11/18496",0.00151634029934803,0.0148210035710468,0.0121384456900271,"EPHB2/EPHA7/GFRA3/HMCN2/EPHB1/EPHB3/ROBO2/L1CAM",8
"GO:0045499","chemorepellent activity","15/4787","28/18496",0.00162561238531713,0.0157619376880349,0.0129090735103499,"SEMA3G/SEMA3B/SEMA3A/SEMA6A/SEMA5A/APOA1/FLRT3/EPHA7/SEMA6D/SEMA3D/NRG1/EFNA5/SEMA4B/NRG3/DPP4",15
"GO:0031681","G-protein beta-subunit binding","13/4787","23/18496",0.00174474365113631,0.0167827722633111,0.013745140041951,"RASD1/OPRM1/GNG13/GNG11/GNGT1/CCT5/GRIA1/GNG3/F2RL1/GNGT2/GNG4/GNG7/RGS7",13
"GO:0015370","solute:sodium symporter activity","33/4787","80/18496",0.00190606248528163,0.0179508660540865,0.0147018123058916,"SLC6A13/SLC6A7/SLC6A15/SLC5A4/SLC1A6/SLC5A5/SLC1A1/SLC6A4/SLC6A12/SLC5A7/SLC5A9/SLC17A1/SLC6A8/SLC34A1/SLC6A11/SLC28A2/SLC5A6/SLC38A4/SLC13A5/SLC6A3/SLC17A4/SLC5A12/SLC28A1/SLC13A3/SLC5A11/SLC1A7/SLC6A18/SLC18A2/MFSD2A/SLC38A3/SLC28A3/SLC34A3/SLC5A3",33
"GO:0071813","lipoprotein particle binding","16/4787","31/18496",0.00191517557538109,0.0179508660540865,0.0147018123058916,"MSR1/SCARF1/APOA1/APOL5/LDLR/CRP/CD36/STAB2/CDH13/HSPD1/LRP8/COLEC12/APOA2/PCSK9/LPL/GPIHBP1",16
"GO:0071814","protein-lipid complex binding","16/4787","31/18496",0.00191517557538109,0.0179508660540865,0.0147018123058916,"MSR1/SCARF1/APOA1/APOL5/LDLR/CRP/CD36/STAB2/CDH13/HSPD1/LRP8/COLEC12/APOA2/PCSK9/LPL/GPIHBP1",16
"GO:0042379","chemokine receptor binding","31/4787","74/18496",0.00192542292659344,0.0179508660540865,0.0147018123058916,"CX3CL1/CCL26/CXCL2/CCL24/CXCL12/CCL7/CCL2/CCL1/CCL20/CCRL2/CXCL6/CCL25/NES/CXCL9/CXCL14/CCL28/CXCL13/TFF2/CXCL16/CXCL3/PPBP/PF4/DEFB1/CX3CR1/DEFB4A/CCL19/CKLF/CCL23/CCL16/CCL18/CCL14",31
"GO:0019841","retinol binding","10/4787","16/18496",0.00217720234476101,0.0201432766553461,0.0164974030623514,"CYP2W1/RBP2/LRAT/STRA6/RBP4/CRABP2/CRABP1/C8G/CYP27C1/ADH4",10
"GO:0004896","cytokine receptor activity","38/4787","96/18496",0.00221838266714098,0.0203687863073853,0.016682096133285,"CRLF1/IL20RA/CD44/IL12RB2/IL5RA/GHR/PRLR/LIFR/IL1RL2/IL1RL1/IL18R1/LEPR/CSF3R/CCRL2/CNTFR/ACKR4/IL2RA/IL22RA1/GPR17/ACKR2/IL17RD/GFRA1/CXCR1/IL22RA2/IL31RA/CX3CR1/GFRA2/IL7R/IL20RB/FZD4/GPR35/CCR8/CXCR2/CCR3/IL3RA/IL17REL/IL1RAPL2/CRLF2",38
"GO:0005243","gap junction channel activity","12/4787","21/18496",0.0023151723162603,0.0210976605060713,0.0172790462543211,"GJB6/GJA3/GJA10/GJA1/GJB2/GJB1/GJA4/GJB3/GJB5/GJB4/GJC2/GJA5",12
"GO:0004714","transmembrane receptor protein tyrosine kinase activity","26/4787","60/18496",0.00245701758864995,0.0222231740107742,0.0182008451382317,"INSRR/MUSK/FLT4/TIE1/FGFR2/EPHA8/EPHA6/PDGFRL/MET/EFEMP1/TEK/EPHB2/EPHA7/NTRK3/EFNA3/NTRK2/CRIM1/EPHB1/FGFR4/DDR2/MST1R/RET/ERBB4/EPHB3/EPHA10/EFNA4",26
"GO:0005344","oxygen carrier activity","9/4787","14/18496",0.00278703650972874,0.0250213944428981,0.0204925959350815,"IPCEF1/CYGB/NGB/HBA2/MB/HBA1/HBM/HBD/HBB",9
"GO:0008331","high voltage-gated calcium channel activity","13/4787","24/18496",0.00291069427121535,0.0257500836256424,0.021089394527515,"CACNA1G/SCN4A/CACNA1S/CACNA1I/SCN7A/SCN1A/CACNA1B/SCN3A/CACNB3/CACNB4/SCN5A/SCN8A/CACNA1E",13
"GO:0050431","transforming growth factor beta binding","13/4787","24/18496",0.00291069427121535,0.0257500836256424,0.021089394527515,"HYAL2/TGFBR3/LTBP4/CHRDL1/ENG/CD36/LRRC32/ACVRL1/TGFBR2/WFIKKN2/NRROS/TSKU/TGFBR3L",13
"GO:0005372","water transmembrane transporter activity","11/4787","19/18496",0.00307009477418874,0.0267694594699047,0.0219242663541081,"AQP6/SLC4A11/AQP9/SLC14A1/AQP10/AQP5/AQP4/AQP11/AQP12B/AQP1/AQP7B",11
"GO:0016918","retinal binding","11/4787","19/18496",0.00307009477418874,0.0267694594699047,0.0219242663541081,"CYP2W1/RBP2/OPN4/STRA6/RBP4/CRABP2/CRABP1/CYP27C1/ADH4/ABCA4/OPN3",11
"GO:0005242","inward rectifier potassium channel activity","14/4787","27/18496",0.00344873848566635,0.0297491851248976,0.0243646704644593,"KCNH2/KCNN1/KCNJ13/KCNJ5/KCNJ8/KCNK1/KCNN3/KCNJ1/KCNJ16/KCNJ6/KCNJ15/KCNJ4/KCNJ10/KCNJ18",14
"GO:0005126","cytokine receptor binding","91/4787","273/18496",0.00346092005165887,0.0297491851248976,0.0243646704644593,"CRLF1/CX3CL1/CCL26/TGFBR3/FERMT2/TRAF4/CXCL2/TRAF5/TGFB2/BAMBI/IL11/SMAD7/AMH/JAK3/CCL24/ENG/CXCL12/CSF3/CCL7/CCL2/CCL1/IL23A/IFNG/LIFR/IL1A/CCL20/TNFSF4/PGF/TNFSF11/SOCS2/CCRL2/CXCL6/IL1B/IL37/CD70/TRAP1/TRAF2/CCL25/NES/IL6/GH2/IL36G/IL36A/IL36RN/DAB2IP/IL33/SMAD6/IL21/CXCL9/ECM1/LEFTY2/PIK3R1/TSLP/CXCL14/IFNK/CCL28/CXCL13/IL34/TFF2/CXCL16/TNFSF13/IL20/TGFBR2/CXCL3/PPBP/PF4/DEFB1/VEGFD/GREM1/CX3CR1/IL13/DEFB4A/IFNB1/CCL19/INHBC/BDNF/CDH5/IFNL1/EFNA5/IFNE/CD300LF/IL27/CKLF/TNFSF12/ITGB3/TGFBR3L/RHEX/CCL23/CCL16/CCL18/CCL14",91
"GO:0005248","voltage-gated sodium channel activity","12/4787","22/18496",0.00390203628807619,0.0332163047161153,0.0272042516478172,"SCN4A/HCN2/SCN7A/HCN3/SCN1A/SCN2B/SCN3A/HCN1/SCN3B/SCN4B/SCN5A/SCN8A",12
"GO:0051119","sugar transmembrane transporter activity","15/4787","30/18496",0.00391908545742944,0.0332163047161153,0.0272042516478172,"SLC2A3/SLC5A4/SLC2A9/SLC2A1/SLC5A9/SLC2A5/SLC5A11/SLC2A2/PPBP/SLC45A2/SLC50A1/SLC2A14/MFSD4A/SLC5A3/SLC23A3",15
"GO:0140375","immune receptor activity","53/4787","147/18496",0.00398260944400732,0.0335202961537283,0.0274532215328867,"CRLF1/IL20RA/CD44/IL12RB2/IL5RA/LILRA1/GHR/PRLR/LIFR/IL1RL2/IL1RL1/IL18R1/LEPR/CR2/CSF3R/CCRL2/CNTFR/ACKR4/IL2RA/KLRD1/IL22RA1/GPR17/ACKR2/IL17RD/KLRF1/GFRA1/FCER1G/CXCR1/IL22RA2/IL31RA/KIR3DL1/CX3CR1/GFRA2/IL7R/FPR2/FPR1/IL20RB/FZD4/GPR35/CCR8/CXCR2/CCR3/IL3RA/LILRA5/IL17REL/KIR2DL4/IL1RAPL2/C5AR1/FCGR3A/HLA-DOA/HLA-DRA/CRLF2/KLRC2",53
"GO:0001786","phosphatidylserine binding","26/4787","62/18496",0.00422922661233723,0.0353505010631223,0.0289521647581416,"SCIN/SYT7/SYT13/GRAMD1B/SYT1/GSDMB/RS1/ANXA13/HAVCR1/RPE65/SYT5/SYT6/SYTL2/SYT2/GSDMC/JPH2/CAVIN2/GAP43/SYT12/TRIM72/ADGRB1/GAS6/CD300LF/PLEKHN1/MME/SYT15",26
"GO:0016175","superoxide-generating NAD(P)H oxidase activity","7/4787","10/18496",0.0043281626256684,0.0356852591993884,0.0292263326602599,"NOX1/NOX4/NCF2/DUOX1/NCF1/CYBB/NOX5",7
"GO:0043121","neurotrophin binding","7/4787","10/18496",0.0043281626256684,0.0356852591993884,0.0292263326602599,"FSTL4/PCSK6/NTRK3/FURIN/NTRK2/HAP1/A2M",7
"GO:0005355","glucose transmembrane transporter activity","13/4787","25/18496",0.00463992679545127,0.0377422233294426,0.0309109923568389,"SLC2A3/SLC5A4/SLC2A9/SLC2A1/SLC5A9/SLC2A5/SLC5A11/SLC2A2/PPBP/SLC45A2/SLC2A14/MFSD4A/SLC5A3",13
"GO:0015149","hexose transmembrane transporter activity","13/4787","25/18496",0.00463992679545127,0.0377422233294426,0.0309109923568389,"SLC2A3/SLC5A4/SLC2A9/SLC2A1/SLC5A9/SLC2A5/SLC5A11/SLC2A2/PPBP/SLC45A2/SLC2A14/MFSD4A/SLC5A3",13
"GO:0008237","metallopeptidase activity","64/4787","185/18496",0.00510388571316129,0.0411982924234807,0.0337415231503755,"DPEP1/CLCA1/TLL1/ADAM28/ADAM7/VASH1/TRHDE/ADAM11/CPB2/CPXM1/CPA1/TLL2/MMP11/MMP9/PHEX/MMP15/ADAM2/CPD/CPZ/MEP1A/MMP8/CPN1/NLN/MMP19/ADAMDEC1/ADAMTS8/AGTPBP1/MMP7/MMP20/MMP13/ADAMTS14/ADAMTS18/MEP1B/ADAMTS16/ADAM12/ADAM33/MMP3/CNDP1/ADAMTS12/ADAM8/ADAMTS1/MMP16/MMP14/CPA5/ADAMTS4/ACE/CPA3/ADAMTS15/MMP10/DPEP2/ADAM18/ECEL1/ADAMTS20/PAPPA/TMPRSS6/MME/MMP1/ADAM32/MMP17/MMP12/MMP28/AGBL1/PRSS2/CIROP",64
"GO:0048029","monosaccharide binding","30/4787","75/18496",0.00513279055771088,0.0411982924234807,0.0337415231503755,"SLC2A3/PFKP/P3H2/ACR/GNPNAT1/CLEC4M/GPI/ENG/P3H3/OGFOD2/CD207/EGLN3/ALDOB/ASGR1/SLC2A5/PKLR/P4HA3/ALDOA/PLOD2/HKDC1/COLEC12/G6PD/HK3/FBP1/CLEC4D/SELP/COLEC10/CLEC17A/CLEC6A/MRC1",30
"GO:0001614","purinergic nucleotide receptor activity","11/4787","20/18496",0.00523825119072175,0.0414902589496809,0.0339806445974892,"P2RX5/P2RX6/P2RX1/P2RX3/GPR87/P2RY12/P2RY1/P2RY6/P2RY14/P2RY4/P2RX2",11
"GO:0016502","nucleotide receptor activity","11/4787","20/18496",0.00523825119072175,0.0414902589496809,0.0339806445974892,"P2RX5/P2RX6/P2RX1/P2RX3/GPR87/P2RY12/P2RY1/P2RY6/P2RY14/P2RY4/P2RX2",11
"GO:0015145","monosaccharide transmembrane transporter activity","14/4787","28/18496",0.00527186458601556,0.0414902589496809,0.0339806445974892,"SLC2A3/SLC5A4/SLC2A9/SLC2A1/SLC5A9/SLC2A5/SLC5A11/SLC2A2/PPBP/SLC45A2/SLC2A14/MFSD4A/SLC5A3/SLC23A3",14
"GO:0004089","carbonate dehydratase activity","9/4787","15/18496",0.00537356004157594,0.0416917174564511,0.0341456397094263,"CA12/CA2/CA9/CA6/CA10/CA3/CA4/CA7/CA5A",9
"GO:0005005","transmembrane-ephrin receptor activity","9/4787","15/18496",0.00537356004157594,0.0416917174564511,0.0341456397094263,"EPHA8/EPHA6/EPHB2/EPHA7/EFNA3/EPHB1/EPHB3/EPHA10/EFNA4",9
"GO:0005504","fatty acid binding","21/4787","48/18496",0.00540065976952378,0.0416917174564511,0.0341456397094263,"HNF4A/PTGDS/UCP1/RBP2/ID3/APOC1/PRR7/PPARG/ALOX5AP/CD36/CRABP2/ACOXL/S100A9/ALB/FABP7/FABP5/CRABP1/FABP4/CYP4F11/FFAR4/UGT1A8",21
"GO:0005310","dicarboxylic acid transmembrane transporter activity","15/4787","31/18496",0.00579775097184976,0.0444738872017843,0.0364242449463979,"SLC25A13/ABCC2/SLC26A4/SLC26A3/SLC1A6/SLC1A1/SLC1A4/SLC13A5/SLC26A1/SLC16A1/SLC13A3/SLC19A1/SLC25A21/SLC25A10/SLC26A6",15
"GO:0003779","actin binding","137/4787","438/18496",0.00598413745199056,0.0456149345397016,0.0373587660855816,"BAIAP2L1/SCIN/GAS7/ANLN/MYO16/CAMK2B/LIMCH1/MYLK/CTNNA2/PFN2/SPTB/VASH1/MYO3B/TRPC5/FERMT2/ACTN2/NEBL/TNS1/CEACAM1/EPB41L2/EPB41L3/MYBPC2/MYH7/SORBS1/MYO3A/SPEF1/FERMT1/TNNC2/MEFV/CORO2B/COBL/PDLIM1/SLC6A4/MYH1/TULP1/PHACTR1/WASF1/PHACTR2/PACRG/DBN1/TNNC1/SPTBN1/TNNT2/CTNNAL1/PDLIM2/KIF18A/GJB6/HPCA/LDB3/POF1B/MYH2/VIL1/TNNI3/CNN1/TNNT3/TNNI2/GMFG/SYNE1/EPS8L1/PDLIM4/TNS4/WASF3/MYH8/MYH10/MYH11/MYO18B/HOOK1/LCP1/TMOD1/FHDC1/MYO7A/UACA/SPTBN5/MYPN/ITPRID2/MYO1F/ESPNL/GC/SNCA/ALDOA/DIXDC1/PLEKHH2/UTRN/ADCY8/TMSB15A/SHROOM4/RUSC1/MYL3/NEXN/XIRP2/LMOD3/LMOD1/MYOZ3/MICALL2/CFL2/PKNOX2/SYNPO2L/SAMD14/FAM107A/MYO7B/MYRIP/PRKCE/CDK5R2/ENC1/SYNPO/SYNPO2/SNTG2/ABLIM3/SPTBN2/MARCKSL1/SYNE3/PFN4/CDK5R1/MYOZ1/CAPZA3/PPP1R42/NEB/IQGAP3/ADSS1/P4HB/FSCN2/ESPN/KLHL17/LRRK2/MYBPC1/S100A4/MYH6/NRAP/MSRB1/EPS8L3/SPIRE2/DNASE1/SHANK3/MYH4/ANXA8/GAS2L2/MYO19",137
"GO:0005283","amino acid:sodium symporter activity","12/4787","23/18496",0.00625544643746516,0.0468000066802949,0.0383293436681589,"SLC6A13/SLC6A7/SLC6A15/SLC1A6/SLC1A1/SLC6A12/SLC6A8/SLC6A11/SLC38A4/SLC1A7/SLC6A18/SLC38A3",12
"GO:0008106","alcohol dehydrogenase (NADP+) activity","12/4787","23/18496",0.00625544643746516,0.0468000066802949,0.0383293436681589,"ALDH3A1/RDH10/AKR1D1/AKR1C2/CBR1/AKR1E2/AKR1C1/AKR1C3/AKR1B10/ADH4/AKR1C4/AKR1B15",12
"GO:0017116","single-stranded DNA helicase activity","12/4787","23/18496",0.00625544643746516,0.0468000066802949,0.0383293436681589,"RAD51/POLQ/MCM2/MCM6/MCM4/MCM8/CHTF18/DSCC1/DNA2/PIF1/RFC4/MCM7",12
"GO:0005109","frizzled binding","17/4787","37/18496",0.00655843900978741,0.0481747156355293,0.0394552343619109,"WNT16/MYOC/WNT8B/WNT11/BAMBI/WNT2/RNF43/WNT3/WNT6/NDP/WNT2B/WNT10A/WNT9A/WNT3A/WNT7A/CTHRC1/WNT10B",17
"GO:0030551","cyclic nucleotide binding","17/4787","37/18496",0.00655843900978741,0.0481747156355293,0.0394552343619109,"CNGB1/RAPGEF4/HCN2/PDE10A/PDE11A/CNGA4/POPDC3/PRKG2/PDE5A/HCN3/CNGA3/HCN1/CNGB3/SLC19A1/PRKG1/PDE2A/CNGA1",17
"GO:0072349","modified amino acid transmembrane transporter activity","17/4787","37/18496",0.00655843900978741,0.0481747156355293,0.0394552343619109,"SLC7A2/SLC25A13/SLC6A13/SLC7A9/SLC25A15/SLC1A4/SLC25A2/SLC6A8/SLC5A6/SLC38A4/SLC7A11/SLC7A7/SLC25A32/SLC7A3/SLC16A9/SLC19A1/SLC22A4",17
